,NOMBRE CIENTIFICO,COORDENADAS
436,Aspidosperma polyneuron,"[(-26.530128, -54.433704), (-25.05786, -53.994212), (4.876283, -74.724249), (4.876283, -74.724249), (4.731541, -74.775734), (4.491512, -74.768855), (4.42194, -74.61167), (4.876283, -74.724249), (4.876283, -74.724249), (4.876283, -74.724249), (4.731541, -74.775734), (4.731541, -74.775734), (4.731541, -74.775734), (4.491512, -74.768855), (4.491512, -74.768855), (4.491512, -74.768855), (4.491512, -74.768855), (4.491512, -74.768855), (4.491512, -74.768855), (4.491512, -74.768855), (4.491512, -74.768855), (4.491512, -74.768855), (4.491512, -74.768855), (4.42194, -74.61167), (4.42194, -74.61167), (4.42194, -74.61167), (4.42194, -74.61167), (-20.836659, -56.544935), (4.757672, -74.75051), (4.494004, -74.583802), (4.494004, -74.583802), (4.494004, -74.583802), (4.494004, -74.583802), (4.516684, -74.68791), (4.516684, -74.68791), (4.516684, -74.68791), (4.516684, -74.68791), (4.516684, -74.68791), (4.516684, -74.68791), (4.516684, -74.68791), (4.42028, -74.61444), (4.42028, -74.61444), (4.42028, -74.61444), (4.42028, -74.61444), (4.42028, -74.61444), (4.42028, -74.61444), (4.42028, -74.61444), (4.42028, -74.61444), (4.42028, -74.61444), (-25.697196, -54.226569), (-13.875972, -40.234556), (-13.875833, -40.234444), (9.901906, -73.752266), (9.894777, -73.735166), (9.894807, -73.735074), (9.895036, -73.734183), (9.895037, -73.734184), (9.895055, -73.73423), (9.895072, -73.734202), (9.895066, -73.73415), (9.894789, -73.733315), (9.873069, -73.643082), (9.872926, -73.64266), (9.872769, -73.641762), (9.872694, -73.641847), (9.87276, -73.64167), (9.872885, -73.641577), (9.872881, -73.641585), (9.872688, -73.641374), (9.872736, -73.641265), (9.87258, -73.641257), (9.872462, -73.641188), (9.872439, -73.641131), (9.872441, -73.641128), (9.8725, -73.641111), (9.872476, -73.641069), (9.87222, -73.640421), (9.872161, -73.640538), (9.872386, -73.640228), (9.850467, -73.527939), (9.850249, -73.527808), (9.850242, -73.527794), (9.850216, -73.527738), (9.850159, -73.527756), (9.850138, -73.527811), (9.850118, -73.527869), (9.849957, -73.527784), (9.835239, -73.452332), (9.833791, -73.450913), (9.894536, -73.731326), (9.895021, -73.733011), (9.91826, -73.900635), (9.870903, -74.587297), (9.870903, -74.587297), (9.880923, -74.568987), (9.905966, -73.77614), (9.905819, -73.775965), (9.904232, -73.769058), (9.904119, -73.76833), (9.904035, -73.768116), (9.903465, -73.764751), (9.873276, -73.660796), (9.905126, -74.089568), (9.905254, -74.088921), (9.905208, -74.088944), (9.905593, -74.08899), (9.841949, -74.208454), (9.841949, -74.208454), (9.824583, -74.257764), (9.824583, -74.257764), (9.824583, -74.257764), (9.824583, -74.257764), (9.869152, -73.754744), (9.832281, -73.509437), (9.832325, -73.509529), (9.831977, -73.508945), (9.832026, -73.509048), (9.832111, -73.509222), (-24.190833, -53.425), (9.855474, -73.535338), (9.855311, -73.534914), (11.160818, -72.471584), (-54.53854, -25.432085), (-25.534776, -54.007445), (-22.799583, -52.69025), (-25.764303, -54.067491), (9.710047, -73.4864), (9.653414, -73.488986), (9.653414, -73.488986), (9.712714, -73.454619), (9.712714, -73.454619), (9.712658, -73.456436), (9.712658, -73.456436), (9.667214, -73.461797), (9.667214, -73.461797), (9.664981, -73.483664), (9.653414, -73.488986), (9.712658, -73.456436), (9.712714, -73.454619), (9.710047, -73.4864), (9.712658, -73.456436), (9.708869, -73.487803), (9.708869, -73.487803), (9.707839, -73.489089), (9.707839, -73.489089), (9.707839, -73.489089), (9.712658, -73.456436), (-12.507778, -40.613333), (-25.501402, -54.110485), (-12.507778, -40.613333), (9.934556, -75.116056), (9.93425, -75.1335), (9.93425, -75.126556), (9.93425, -75.1335), (9.934111, -75.130611), (7.341578, -73.859142), (7.341578, -73.859142), (-26.149256, -54.080367), (9.484862, -74.419751), (9.484862, -74.419751), (9.447491, -74.199525), (9.47669, -74.287109), (9.47669, -74.287109), (9.47669, -74.287109), (9.540173, -74.263661), (9.495115, -74.217177), (9.479333, -74.215937), (9.479333, -74.215937), (9.528937, -74.382926), (9.528937, -74.382926), (9.528937, -74.382926), (9.528937, -74.382926), (9.528937, -74.382926), (9.528937, -74.382926), (9.528937, -74.382926), (9.385087, -74.378353), (9.385087, -74.378353), (9.385087, -74.378353), (9.348182, -74.354199), (9.39412, -74.322567), (10.37444, -74.310672), (10.374179, -74.310452), (10.374179, -74.310452), (10.374179, -74.310452), (10.374179, -74.310452), (10.567954, -75.003062), (9.699556, -73.264944), (10.537243, -74.317394), (10.537243, -74.317394), (10.431507, -74.325965), (10.431507, -74.325965), (10.431507, -74.325965), (10.431507, -74.325965), (-25.738519, -54.315613), (-24.439722, -51.848056), (11.045289, -72.412954), (-24.439611, -51.848139), (-24.439444, -51.848055), (-24.439611, -51.848139), (9.872577, -74.182779), (9.872914, -74.182385), (9.872931, -74.182263), (9.872944, -74.182252), (10.374265, -74.3106), (10.055754, -73.91479), (10.241058, -73.3628), (13.350972, -81.374694), (13.350972, -81.374694), (13.350972, -81.374694), (13.350972, -81.374694), (13.350972, -81.374694), (13.350972, -81.374694), (13.350972, -81.374694), (13.350972, -81.374694), (13.350972, -81.374694), (13.350972, -81.374694), (13.350972, -81.374694), (13.350972, -81.374694), (13.350972, -81.374694), (13.350972, -81.374694), (13.350972, -81.374694), (13.350972, -81.374694), (13.350972, -81.374694), (13.350972, -81.374694), (9.829045, -74.463394), (9.831625, -74.467918), (9.831639, -74.467957), (9.800124, -74.409756), (9.807602, -74.315978), (9.807653, -74.315489), (9.796113, -74.344877), (9.796079, -74.344774), (9.796125, -74.344732), (9.796139, -74.34477), (9.803842, -74.334891), (9.8062, -74.324403), (9.833623, -74.471551), (9.79358, -74.352256), (9.793502, -74.352219), (9.793712, -74.352112), (9.793665, -74.352294), (9.793726, -74.352151), (9.793632, -74.352037), (9.793665, -74.352024), (9.793674, -74.352012), (9.793669, -74.351961), (9.793664, -74.351939), (9.793749, -74.351854), (9.793768, -74.351886), (9.793771, -74.351876), (9.793947, -74.351937), (9.793904, -74.351939), (9.793888, -74.351946), (9.793869, -74.351952), (9.793901, -74.352038), (9.793922, -74.35199), (9.794064, -74.351869), (9.793987, -74.351296), (9.794415, -74.35117), (9.794414, -74.35117), (9.794448, -74.351208), (9.794465, -74.351186), (9.794494, -74.351127), (9.794448, -74.351082), (9.794622, -74.350298), (9.79491, -74.349918), (9.931721, -75.123717), (9.931721, -75.123717), (9.931803, -75.123691), (9.931803, -75.123691), (9.930834, -75.123054), (9.930834, -75.123054), (9.931884, -75.123665), (9.931884, -75.123665), (9.931866, -75.123664), (9.931866, -75.123664), (9.931902, -75.123638), (9.931902, -75.123638), (9.930961, -75.122956), (9.930961, -75.122956), (9.930961, -75.122956), (9.930961, -75.122956), (9.93107, -75.122858), (9.93107, -75.122858), (9.93202, -75.123567), (9.93202, -75.123567), (9.93202, -75.123567), (9.93202, -75.123567), (9.932101, -75.123531), (9.932101, -75.123531), (9.932101, -75.123558), (9.932101, -75.123558), (9.93211, -75.123558), (9.93211, -75.123558), (9.931441, -75.12269), (9.931441, -75.12269), (9.931432, -75.122699)]"
437,Lacmellea abbreviata,"[(5.678572, -76.665476), (6.53333, -76.23333), (6.53333, -76.31666), (6.53333, -76.31666), (6.533333, -76.316667), (5.69574, -76.65484), (5.5, -76.6), (5.61666, -76.56666), (5.5, -76.6), (5.61666, -76.56666), (5.5, -76.616667), (5.5, -76.616667), (5.5, -76.616667), (5.76666, -76.58333), (5.76666, -76.58333), (5.74833, -76.545), (7.21666, -75.05)]"
438,Malouetia cuatrecasatis,"[(6.00085, -74.000233), (9.333333, -78.966667), (1.25, -70.21666)]"
439,Mandevilla aridana,"[(7.155881, -73.276169), (6.95741, -73.03018), (6.900531, -73.08155), (6.900531, -73.08155), (7.159626, -73.110197), (7.09286, -73.71102)]"
440,Metastelma atrovirens,"[(10.334619, -75.579844), (10.334619, -75.579844), (10.231736, -75.575), (10.231736, -75.575), (10.15, -75.683333), (10.15, -75.683333), (12.139292, -71.339755), (12.149456, -71.333007), (12.138313, -71.340475), (3.8811, -72.8667), (11.240791, -74.19904), (3.901155, -73.073369), (11.242, -74.2055), (11.08666, -73.88035), (11.3197, -74.098), (11.24036, -74.21102)]"
441,Arachnothryx educta,"[(3.863915, -76.568625), (3.5, -76.58333), (3.08, -76.78)]"
442,Arachnothryx euryphylla,"[(5.48935, -75.467467), (5.149167, -76.015278), (9.353611, -82.5975), (9.353611, -82.5975), (6.53333, -75.1), (1.27144, -77.37697), (1.280312, -77.43769), (1.280312, -77.43769), (5.5, -75.583333), (5.983333, -76.116667), (1.27874, -77.46007), (5.0, -74.16667), (3.13333, -76.66666), (1.27926, -77.3827), (7.0, -75.5), (3.1, -76.75), (5.99544, -75.522703), (5.37014, -75.41548)]"
443,Arachnothryx guettardioides,[]
444,Chomelia longiflora,"[(-1.374444, -78.149722), (-1.374444, -78.149722)]"
445,Coussarea antioquiana,"[(6.303056, -74.929306), (6.263778, -74.926667), (6.263778, -74.926667), (6.263778, -74.926667), (6.280749, -74.929354), (6.280749, -74.929354), (6.280749, -74.929354), (6.280749, -74.929354), (6.280749, -74.929354), (6.28429, -74.93659), (6.296593, -74.956506), (6.296593, -74.956506), (6.296593, -74.956506), (5.888403, -74.846853), (6.05, -74.78333), (6.05, -74.78333), (6.1, -74.8), (6.1, -74.8), (7.5, -76.08333), (7.5, -76.08333), (6.1, -74.8), (6.1, -74.8), (6.0, -74.7833), (6.0, -74.7833), (6.0, -74.783333), (6.0, -74.783333), (6.000117, -74.000467), (6.000117, -74.000467), (6.000167, -74.000333), (6.000167, -74.000333), (6.000117, -74.000467), (6.000167, -74.000333), (6.0, -74.7833), (6.0, -74.783333), (6.00075, -74.000133), (6.00075, -74.000133), (6.00075, -74.000133), (6.0, -74.7833), (5.955556, -74.8725), (6.000767, -74.000433), (6.000767, -74.000433), (6.000767, -74.000433), (6.0, -74.7833), (6.0, -74.783333), (6.000967, -74.000117), (6.000967, -74.000117), (6.000967, -74.000117), (6.0, -74.7833), (5.955679, -74.87243), (6.000167, -74.000333), (6.000167, -74.000333), (6.0, -74.7833), (6.0, -74.783333), (6.000133, -74.000867), (6.000133, -74.000867), (5.93572, -74.8493), (5.93572, -74.84932), (5.88333, -74.65), (5.88333, -74.65), (5.88333, -74.65), (5.88333, -74.65), (5.88333, -74.65), (5.93572, -74.8493), (5.93572, -74.8493), (5.93572, -74.84932), (5.883333, -74.65), (5.88333, -74.65), (5.88333, -74.65), (5.88333, -74.65), (5.88333, -74.65), (5.88333, -74.65), (5.88333, -74.65), (5.944, -74.8592), (5.944, -74.85916), (5.944, -74.8592), (5.944, -74.85916), (5.944, -74.8592), (5.944, -74.85916), (5.944, -74.8592), (5.944, -74.85916), (5.944, -74.8592), (5.944, -74.85916), (5.944, -74.85916), (7.5, -76.083333), (7.5, -76.083333), (7.5, -76.083333), (5.833267, -74.866678)]"
446,Coussarea insolita,"[(6.083333, -75.216667), (6.10722, -73.19777), (4.65, -74.383333), (4.65, -74.38333)]"
447,Elaeagia barbata,"[(10.98, -73.97), (10.98, -74.02), (3.75, -76.5)]"
448,Guettarda ocoteifolia,"[(5.74994, -75.6105), (7.0, -75.5), (7.0, -75.5), (4.338162, -74.355276)]"
449,Joosia antioquiana,"[(5.888417, -75.190306), (5.888417, -75.190306), (5.888417, -75.190306), (5.888111, -75.187417), (5.888111, -75.187417), (5.888111, -75.187417), (5.93082, -75.14498), (5.93082, -75.14498), (5.95, -74.95), (5.88, -74.93), (6.08, -74.83), (6.08, -74.83), (6.08, -74.83), (6.08, -74.83), (6.0, -74.78), (6.0, -74.78), (6.0, -74.83), (6.0, -74.83)]"
450,Macrocnemum stylocarpum,[]
451,Palicourea antioquiana,"[(6.8, -76.39055), (6.75, -76.4), (6.74968, -76.29996), (7.0, -75.5), (6.75, -76.4), (6.75, -76.4), (6.783333, -76.05), (6.783333, -76.05), (5.5, -75.83333), (5.5, -75.83333), (6.75306, -76.29006), (6.75, -76.383333), (6.75, -76.38333), (6.76453, -76.29566), (6.75, -76.383333), (6.75, -76.383333), (6.75, -76.383333), (6.75, -76.383333), (6.783333, -76.25), (6.783333, -76.25)]"
452,Palicourea denslowiae,"[(7.1, -75.533333), (7.083333, -75.533333), (7.0, -75.5), (6.833333, -75.3), (6.833333, -75.3), (6.28333, -75.13333), (6.28333, -75.13333), (7.32417, -75.0426), (7.32417, -75.04262), (7.21667, -75.052), (7.21667, -75.052002), (7.5, -75.83333), (7.316667, -75.05), (7.5, -75.83333), (7.316667, -75.05), (7.21667, -75.052), (7.216667, -75.052002), (7.2167, -75.05), (7.216667, -75.05), (7.216667, -75.05), (7.30906, -75.0694), (7.30906, -75.06941), (7.30648, -75.0831), (7.306478, -75.0831), (7.216667, -75.05)]"
453,Palicourea killipii,"[(2.733889, -76.949165), (1.069722, -76.744722), (0.66667, -77.5667), (2.5, -76.8333), (2.65, -76.9), (2.71664, -76.89952), (2.71664, -76.89952), (2.7059, -76.96967), (2.583333, -76.95)]"
454,Psychotria altiplanensis,"[(6.30667, -72.8011), (6.306667, -72.801111)]"
455,Psychotria gallerana,"[(6.109959, -75.555684), (6.08048, -75.61751), (6.235925, -75.503284), (6.08048, -75.61751), (6.08333, -75.6), (6.316667, -75.683333), (6.679871, -75.449451), (6.679871, -75.449451), (6.3375, -75.65), (6.3449, -75.6), (7.03027, -75.59055), (6.316667, -75.683333), (6.316667, -75.683333), (6.316667, -75.683333), (7.07247, -75.44593), (5.71761, -75.243028)]"
456,Psychotria ovatistipula,"[(6.263778, -74.926667), (6.280749, -74.929354), (6.280749, -74.929354), (6.280749, -74.929354), (6.28429, -74.93659), (6.28429, -74.93659), (6.28429, -74.93659), (5.768775, -74.971), (5.768611, -74.971639), (5.768775, -74.971), (5.768611, -74.971639), (6.194167, -74.844722), (6.218889, -74.859722), (6.183333, -74.9), (6.183333, -74.9), (6.183333, -74.9), (5.97582, -74.92384), (5.883333, -75.083333), (5.883333, -75.083333), (6.08333, -74.83333), (6.08333, -74.83333), (5.83363, -75.01587), (5.89143, -75.0085), (5.84415, -75.02654), (5.84729, -74.97444), (5.84729, -74.97444), (5.88333, -74.93333), (5.9, -75.06666), (5.88333, -74.93333), (5.9, -75.06666), (6.1, -74.766667), (6.183333, -74.85), (6.18333, -74.85), (6.18333, -74.85), (6.0, -74.0), (6.0, -74.0), (6.0, -74.75), (5.99166, -74.99535), (6.13333, -75.16666), (6.13333, -75.16666), (5.944, -74.85916), (6.00857, -74.9029), (7.0, -75.5), (5.97213, -76.05505)]"
457,Rudgea vallis,"[(3.543306, -76.608083), (3.533333, -76.6), (3.533333, -76.6), (3.563611, -73.603333), (3.612792, -76.601827), (3.5, -76.56666), (3.5, -76.56666), (3.63, -76.55), (3.63, -76.55), (3.633333, -76.55), (3.63333, -76.55), (3.65, -76.58), (3.75, -76.5)]"
458,Simira cesariana,"[(4.198944, -76.065611), (4.198944, -76.065611), (4.198944, -76.065611), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (4.096111, -76.109067), (7.001434, -75.819427), (7.003802, -75.825393), (11.160517, -72.677256), (11.076612, -72.55826), (11.076612, -72.55826), (11.076612, -72.55826), (11.076612, -72.55826), (11.076612, -72.55826), (11.076612, -72.55826), (11.076612, -72.55826), (11.076612, -72.55826), (11.076612, -72.55826), (7.069885, -75.683495), (7.072884, -75.686916), (7.073172, -75.687439), (7.073666, -75.68942), (7.073808, -75.687799), (7.074111, -75.688079), (7.074113, -75.687786), (7.074222, -75.68954), (7.074358, -75.68828), (7.07455, -75.68898), (7.074785, -75.688878), (7.076962, -75.688544), (7.076964, -75.688849), (7.0774, -75.688844), (7.085796, -75.687726), (7.086114, -75.690908), (7.088012, -75.70293), (7.088036, -75.704676), (7.0884, -75.704163), (7.088527, -75.70368), (7.088527, -75.701451), (7.088627, -75.704146), (7.088687, -75.693197), (7.088745, -75.693147), (7.088898, -75.693224), (7.088898, -75.692919), (7.089002, -75.698722), (7.089093, -75.698033), (7.089099, -75.698497), (7.089093, -75.693045), (7.089133, -75.693205), (7.089242, -75.705721), (7.089208, -75.692611), (7.089244, -75.693788), (7.089269, -75.692948), (7.089289, -75.693446), (7.089429, -75.705423), (7.089411, -75.693165), (7.08947, -75.703975), (7.089498, -75.70452), (7.089548, -75.69247), (7.089724, -75.699524), (7.089992, -75.704655), (7.090969, -75.697764), (7.091215, -75.680601), (7.102307, -75.670254), (7.102506, -75.67003), (7.10261, -75.670025), (7.102724, -75.670103), (7.102835, -75.670156), (7.102959, -75.67007), (7.103085, -75.669759), (7.103579, -75.669169), (7.10358, -75.669293), (7.103583, -75.66978), (7.104131, -75.669004), (7.1046, -75.668321), (7.104961, -75.668395), (7.105525, -75.667883), (7.105529, -75.668938), (7.106106, -75.668533), (7.106104, -75.667502), (7.106105, -75.667738), (7.106107, -75.668069), (7.106448, -75.667811), (7.106763, -75.667997), (7.109972, -75.665898), (7.110679, -75.665966), (7.114135, -75.663001), (7.116102, -75.664129), (7.116478, -75.663888), (7.116933, -75.663867), (7.116936, -75.663873), (7.117416, -75.663686), (7.117796, -75.664153), (7.117984, -75.663815), (7.118166, -75.663726), (7.120302, -75.664201), (7.075289, -75.688224), (7.075289, -75.688211), (7.075585, -75.688607), (7.075952, -75.688575), (7.077282, -75.689802), (7.077281, -75.689435), (7.077282, -75.689331), (7.077299, -75.689705), (7.078758, -75.689071), (7.078763, -75.689441), (7.078766, -75.689949), (7.079361, -75.690012), (7.079435, -75.69027), (7.081122, -75.688506), (7.081136, -75.688084), (7.081509, -75.687857), (7.082064, -75.689028), (7.082063, -75.687939), (7.082332, -75.688939), (7.082398, -75.68931), (7.083428, -75.688152), (7.08521, -75.690204), (7.085309, -75.692446), (7.085911, -75.69313), (7.086116, -75.69338), (7.087009, -75.693717), (7.087554, -75.694069), (7.088526, -75.677469), (7.088529, -75.677233), (7.089219, -75.677321), (7.089226, -75.677679), (7.089231, -75.677167), (7.089236, -75.676834), (7.089738, -75.677985), (7.089819, -75.676066), (7.089821, -75.676462), (7.090212, -75.676421), (7.090217, -75.67663), (7.090797, -75.676586), (7.090832, -75.676017), (7.090835, -75.676234), (7.090841, -75.675938), (7.090843, -75.675911), (7.091201, -75.676113), (7.091457, -75.674291), (7.091874, -75.675509), (7.091876, -75.676032), (7.091875, -75.675258), (7.091873, -75.673595), (7.091877, -75.673658), (7.092619, -75.673569), (7.092621, -75.673537), (7.092623, -75.673972), (7.092864, -75.673551), (7.093436, -75.672697), (7.09344, -75.673433), (7.093443, -75.673519), (7.093497, -75.674111), (7.093497, -75.674308), (7.094061, -75.673045), (7.094063, -75.672632), (7.094063, -75.672371), (7.094293, -75.672352), (7.094599, -75.672035), (7.0946, -75.672554), (7.094789, -75.672754), (7.094961, -75.673156), (7.095253, -75.672863), (7.096227, -75.672755), (7.096233, -75.673191), (7.09624, -75.67277), (7.09663, -75.676177), (7.097024, -75.672746), (7.097059, -75.675376), (7.097117, -75.675239), (7.097205, -75.672622), (7.097378, -75.672114), (7.097614, -75.672107), (7.098605, -75.674882), (7.09895, -75.676229), (7.099486, -75.670899), (7.099899, -75.67181), (7.0999, -75.671492), (7.099908, -75.671011), (7.100082, -75.671446), (7.10027, -75.670243), (7.100417, -75.670936), (7.100659, -75.670877), (7.101189, -75.670866), (7.101189, -75.670754), (7.101193, -75.67143), (7.101446, -75.671296), (7.101853, -75.670867), (7.10231, -75.670908), (7.103213, -75.670409), (7.103352, -75.67048), (7.10359, -75.670047), (7.104138, -75.669686), (7.104602, -75.669263), (7.10497, -75.669334), (7.105209, -75.66942), (7.106449, -75.66843), (7.106548, -75.664825), (7.106763, -75.66832), (7.106821, -75.665351), (7.107074, -75.665327), (7.107196, -75.665133), (7.10736, -75.665088), (7.107419, -75.66773), (7.107419, -75.667206), (7.107422, -75.66775), (7.107425, -75.667667), (7.107488, -75.665196), (7.107578, -75.666463), (7.107674, -75.665869), (7.10777, -75.665388), (7.107963, -75.665502), (7.108514, -75.667564), (7.112594, -75.66755), (7.115407, -75.667458), (7.116147, -75.667117), (7.116301, -75.667015), (7.116301, -75.667006), (7.11631, -75.667008), (7.120379, -75.666408), (7.120964, -75.6657), (7.122775, -75.666983), (7.123038, -75.659955), (7.123972, -75.661309), (7.123973, -75.661047), (7.124005, -75.661952), (7.124023, -75.661017), (7.124038, -75.661023), (7.124066, -75.662094), (7.124097, -75.662131), (7.124115, -75.662161), (7.12414, -75.66228), (7.124156, -75.661754), (7.124168, -75.660945), (7.124188, -75.661733), (7.124204, -75.66202), (7.124224, -75.662431), (7.124241, -75.661586), (7.124263, -75.662743), (7.124277, -75.661268), (7.124293, -75.662114), (7.124306, -75.66122), (7.124337, -75.662009), (7.12435, -75.660916), (7.124379, -75.661709), (7.124392, -75.662481), (7.124399, -75.661194), (7.124425, -75.661599), (7.124433, -75.660788), (7.12446, -75.662215), (7.124479, -75.662508), (7.124496, -75.661917), (7.124512, -75.660744), (7.124529, -75.660628), (7.124562, -75.662633), (7.124574, -75.661898), (7.124614, -75.661657), (7.124657, -75.662529), (7.124696, -75.661633), (7.124772, -75.662008), (7.124847, -75.66233), (7.073704, -75.684689), (7.073724, -75.686112), (7.075284, -75.688023), (7.075289, -75.6867), (7.075304, -75.686763), (7.077151, -75.687482), (7.081608, -75.686264), (7.082075, -75.685454), (7.082319, -75.687797), (7.082854, -75.690047), (7.082877, -75.691012), (7.083079, -75.6906), (7.083169, -75.692106), (7.083337, -75.691043), (7.083436, -75.691585), (7.083856, -75.691353), (7.084017, -75.69217)]"
459,Simira hirsuta,"[(5.89357, -74.85622), (5.89419, -74.85329), (5.89419, -74.85329), (5.891939, -74.857999), (5.892041, -74.858028), (5.893496, -74.857843), (5.892345, -74.857739), (5.893012, -74.858035), (5.893352, -74.857943), (5.893304, -74.857818), (5.89319, -74.857762), (5.893432, -74.857819), (5.913098, -74.851441), (5.913059, -74.851423), (5.913004, -74.851371), (5.913056, -74.85128), (5.91308, -74.851265), (5.912837, -74.851215), (5.912691, -74.851203), (5.913059, -74.851423), (5.913004, -74.851371), (5.912634, -74.851238), (5.912561, -74.851178), (5.916525, -74.850819), (5.916479, -74.850791), (7.035556, -73.393611), (5.91213, -74.851696), (5.912094, -74.851692), (5.911862, -74.851749), (5.911857, -74.851752), (5.91186, -74.85175), (5.91186, -74.85175), (5.91213, -74.8517), (5.91209, -74.85169), (5.912106, -74.851611), (5.912185, -74.851662), (5.91213, -74.851696), (5.912065, -74.851725), (5.911862, -74.851749), (5.912123, -74.851658), (5.912094, -74.851692), (5.912077, -74.85164), (5.911976, -74.851672), (5.911857, -74.851752), (5.913146, -74.851503), (5.913152, -74.851518), (5.911981, -74.851676), (5.881139, -74.843944), (5.859194, -74.854944), (6.495473, -74.84024), (5.93333, -74.83333), (5.93333, -74.83333), (5.93572, -74.84932), (5.88333, -74.65), (5.88333, -74.65), (5.88333, -74.65), (5.88333, -74.65), (5.93572, -74.84932), (5.88333, -74.65), (5.883333, -74.65), (5.883333, -74.65), (5.88333, -74.65), (5.883333, -74.65), (5.883333, -74.65), (5.88333, -74.65), (5.88333, -74.65), (5.88333, -74.65), (5.88333, -74.65), (5.94547, -74.84733), (5.833333, -74.866667), (5.833333, -74.866667), (5.833333, -74.866667), (5.88333, -74.65), (5.88333, -74.65), (6.022949, -74.931992)]"
460,Aphelandra porphyrocarpa,"[(5.505556, -75.184444), (5.0575, -75.934167), (4.633333, -75.466667), (4.63, -75.47), (4.633333, -75.466667), (4.63333, -75.46666)]"
461,Aphelandra taborensis,[]
462,Ruellia potamophila,"[(7.05015, -76.14457), (3.900039, -76.626481), (3.63843, -76.70667), (6.08333, -77.26666), (2.811054, -73.814303), (3.8811, -72.8667), (3.75, -76.5), (5.25, -75.5), (3.75, -76.5), (3.583508, -76.784772), (4.87333, -76.2886), (3.63843, -76.7067)]"
