identificacion,nombre_cientifico,reino,filo,clase,orden,familia,genero,epiteto_especifico,estado_taxonomico,estado_de_amenaza,coordenadas
9221583,Cheilolejeunea tonduzana,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Lejeuneaceae,Cheilolejeunea,tonduzana,Aceptado,VU,"[(6.595944, -73.358028), (6.595417, -73.358139), (6.595194, -73.358028), (6.597444, -73.361556), (6.597444, -73.361556), (6.597444, -73.361556), (6.596444, -73.359889), (6.596444, -73.359889), (6.596444, -73.359889), (6.596444, -73.359889), (6.596889, -73.359389), (6.596889, -73.359389), (6.596889, -73.359389), (6.596889, -73.359389), (6.596889, -73.359389), (6.596889, -73.359389), (6.595528, -73.362278), (6.595528, -73.362278), (6.595528, -73.362278), (6.595528, -73.362278), (6.595528, -73.362278), (6.595528, -73.362278), (6.595528, -73.362278), (6.595528, -73.362278), (6.593194, -73.356528), (6.593194, -73.356528), (5.414667, -73.543028), (5.414667, -73.543028), (5.414806, -73.543083), (5.414806, -73.543083), (6.064, -75.63811), (6.108944, -75.72286), (5.946196, -75.371133), (5.995817, -75.296832), (5.995817, -75.296832), (5.995817, -75.296832), (5.99579, -75.296886), (5.99579, -75.296886), (5.99579, -75.296886), (5.995835, -75.296896), (5.995835, -75.296896), (5.995835, -75.296896), (5.995826, -75.296905), (5.995826, -75.296905), (5.995826, -75.296905), (5.995826, -75.296932), (5.995826, -75.296932), (5.995826, -75.296932), (5.995808, -75.29695), (5.995808, -75.29695), (5.995808, -75.29695), (6.039068, -75.127585), (6.039068, -75.127585), (6.039063, -75.130547), (6.039063, -75.130547), (6.039063, -75.130547), (6.039063, -75.130547), (6.039063, -75.130547), (6.039786, -75.12083), (6.039687, -75.12102), (6.039623, -75.121155), (6.039623, -75.121155), (6.039623, -75.121155), (6.039623, -75.121155), (6.029007, -75.190766), (6.028286, -75.180369), (6.039079, -75.131405), (6.039079, -75.131405), (6.039079, -75.131405), (6.039079, -75.131405), (6.039079, -75.131405), (6.039097, -75.13164), (6.033382, -75.221327), (6.038192, -75.141247), (6.037866, -75.141617), (6.037702, -75.141861), (6.037703, -75.141716), (6.037784, -75.141635), (6.037811, -75.141653), (6.037793, -75.141653), (5.178944, -73.19725), (6.1, -73.216667), (4.833334, -75.51667), (4.84528, -75.5383), (4.845288, -75.538483), (6.24175, -75.77667), (6.154889, -75.387856)]"
8048695,Cololejeunea minuscula,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Lejeuneaceae,Cololejeunea,minuscula,Aceptado,VU,[]
8148849,Cololejeunea papilliloba,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Lejeuneaceae,Cololejeunea,papilliloba,Aceptado,VU,[]
9446626,Cololejeunea sicifolia,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Lejeuneaceae,Cololejeunea,sicifolia,Aceptado,VU,[]
2688817,Colura cylindrica,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Lejeuneaceae,Colura,cylindrica,Aceptado,EN,[]
9564062,Dibrachiella bischleriana,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Lejeuneaceae,Dibrachiella,bischleriana,Aceptado,EN,"[(5.34333, -76.625), (5.343333, -76.625), (5.4, -76.6), (5.4, -76.6), (5.4, -76.6), (5.4, -76.6), (5.73, -76.57), (5.73, -76.57), (5.73, -76.57)]"
9613918,Lejeunea inflexiloba,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Lejeuneaceae,Lejeunea,inflexiloba,Aceptado,CR,"[(5.7, -75.3), (5.7, -75.3), (5.7, -75.3), (6.7025, -75.49722), (6.7025, -75.49722)]"
8770003,Prionolejeunea magnistipula,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Lejeuneaceae,Prionolejeunea,magnistipula,Aceptado,EN,"[(5.4075, -76.0394), (5.4075, -76.0394), (5.4075, -76.039444), (5.4075, -76.039444), (5.73, -76.27), (5.73, -76.27), (5.73, -76.27)]"
8184919,Porella brachiata,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Porellaceae,Porella,brachiata,Aceptado,VU,"[(5.758611, -73.425111), (5.758611, -73.425111), (5.948056, -72.981778), (5.948056, -72.981778), (4.48278, -75.5614), (4.49028, -75.5617), (4.490278, -75.561667), (4.490278, -75.561667), (4.483333, -75.55), (4.48167, -73.5611), (4.481667, -75.560278), (4.71306, -75.4878), (4.710736, -75.495481), (4.7, -75.483333), (4.70139, -75.5369), (4.701309, -75.53663), (9.566667, -70.116667), (9.566667, -70.116667), (6.18028, -72.7219), (6.180278, -72.721944), (6.166667, -72.716667), (4.639167, -75.354167), (4.633333, -75.35), (4.80611, -73.8469), (4.806111, -73.846944), (4.340833, -74.200833), (4.8, -73.833333), (4.333333, -74.2), (4.8125, -73.8497), (4.8125, -73.849722), (4.95, -73.95), (5.983333, -73.083333), (7.333333, -72.8), (4.983333, -74.333333)]"
7819991,Riccia weinionis,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Ricciaceae,Riccia,weinionis,Aceptado,CR,"[(11.216667, -74.216667), (11.225, -74.1364), (11.225, -74.136389), (11.15, -73.883333)]"
5530405,Alsophila esmeraldensis,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Alsophila,esmeraldensis,Aceptado,VU,[]
7314618,Alsophila imrayana,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Alsophila,imrayana,Aceptado,VU,"[(7.08, -75.43694), (7.08, -75.43694), (6.53333, -76.31666), (6.53333, -76.31666), (6.53333, -76.23333), (6.53333, -76.31666), (6.53333, -76.31666), (6.53333, -76.31666), (6.53333, -76.31666), (6.0, -74.83), (10.33, -68.95)]"
5529958,Alsophila incana,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Alsophila,incana,Aceptado,VU,"[(4.57499, -75.50978), (5.024134, -75.534502), (5.287222, -75.488333), (5.284722, -75.497861), (5.284722, -75.497861), (5.287222, -75.488333), (4.691667, -75.645), (6.53333, -76.31666), (6.53333, -76.31666), (5.008308, -74.473781), (5.008308, -74.473781)]"
166175435,Alsophila paucifolia,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Alsophila,paucifolia,Aceptado,VU,[]
5529839,Alsophila rupestris,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Alsophila,rupestris,Aceptado,CR,"[(7.20306, -72.4222), (7.203056, -72.422222), (8.0, -73.0), (7.96, -72.99)]"
3599145,Cyathea acutidens,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,acutidens,Aceptado,VU,[]
8264298,Cyathea aemula,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,aemula,Aceptado,CR,[]
9816944,Cyathea antioquensis,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,antioquensis,Aceptado,CR,"[(5.866667, -75.333333)]"
2650280,Cyathea arborea,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,arborea,Aceptado,VU,"[(6.304339, -75.453735)]"
3600400,Cyathea boconensis,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,boconensis,Aceptado,CR,[]
10767078,Cyathea callejasii,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,callejasii,Aceptado,CR,[]
10715801,Cyathea cardenasii,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,cardenasii,Aceptado,VU,"[(6.28429, -74.93659), (6.28429, -74.93659)]"
7694050,Cyathea cervantesiana,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,cervantesiana,Aceptado,EN,[]
10860262,Cyathea clandestina,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,clandestina,Aceptado,CR,[]
10891369,Cyathea coloradoana,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,coloradoana,Aceptado,CR,[]
3598119,Cyathea eggersii,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,eggersii,Aceptado,CR,[]
10701695,Cyathea giraldoi,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,giraldoi,Aceptado,EN,"[(6.8705, -73.3447), (6.8705, -73.3447), (6.8705, -73.3447)]"
3599852,Cyathea gracilis,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,gracilis,Aceptado,EN,"[(7.07388, -75.45166), (7.07388, -75.45166)]"
7624422,Cyathea guentheriana,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,guentheriana,Aceptado,EN,[]
3599561,Cyathea haughtii,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,haughtii,Aceptado,CR,"[(6.98083, -74.0119), (6.955008, -73.924483)]"
3598634,Cyathea kalbreyeri,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,kalbreyeri,Aceptado,EN,"[(8.041667, -77.224694), (9.14418, -70.6399), (9.14418, -70.6399), (9.14418, -70.6399), (9.14418, -70.6399), (9.14418, -70.6399), (9.3172, -70.0708), (9.3172, -70.0708), (9.3172, -70.0708), (9.316667, -70.066667), (9.3392, -70.08), (9.3392, -70.08), (9.3392, -70.08), (6.56666, -66.38333), (9.5, -70.0), (6.13, -75.17), (6.13333, -75.16666), (6.13333, -75.16666), (8.01666, -71.71666), (8.02, -71.72), (9.05, -69.98), (9.38333, -69.9), (9.36666, -69.73333), (6.183333, -74.983333), (6.183333, -74.983333), (6.183333, -74.983333), (6.183333, -74.983333)]"
10811330,Cyathea kessleriana,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,kessleriana,Aceptado,EN,[]
3600716,Cyathea lindigii,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,lindigii,Aceptado,VU,"[(6.838089, -73.684225), (6.838089, -73.684225), (6.838089, -73.684225), (6.838089, -73.684225), (5.050003, -74.550047)]"
9717280,Cyathea longipetiolulata,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,longipetiolulata,Aceptado,EN,[]
3599873,Cyathea minuta,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,minuta,Aceptado,VU,[]
3599323,Cyathea nodulifera,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,nodulifera,Aceptado,EN,"[(5.887778, -76.164167), (5.887778, -76.164167)]"
3599247,Cyathea oblonga,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,oblonga,Aceptado,VU,"[(11.2404, -74.211), (11.228541, -74.166402)]"
3599241,Cyathea obnoxia,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,obnoxia,Aceptado,CR,[]
10756755,Cyathea pacis,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,pacis,Aceptado,CR,"[(5.747516, -75.735099)]"
10671987,Cyathea pholidota,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,pholidota,Aceptado,VU,[]
3598305,Cyathea pilozana,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,pilozana,Aceptado,VU,"[(5.409722, -76.018889), (5.433333, -76.033333), (5.433333, -76.033333), (5.433333, -76.033333), (5.433333, -76.033333), (5.4075, -76.039444), (5.4075, -76.039444), (5.433333, -76.033333), (5.433333, -76.033333)]"
11580620,Cyathea pinnuloides,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,pinnuloides,Aceptado,EN,"[(7.083333, -75.5)]"
11790229,Cyathea prosopioides,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,prosopioides,Aceptado,CR,[]
3,Cyathea renjifoi,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,renjifoi,Aceptado,CR,[]
7694303,Cyathea retanae,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,retanae,Aceptado,CR,"[(8.041667, -77.224694), (8.041667, -77.224694), (8.041667, -77.224694), (8.158333, -77.25)]"
10856654,Cyathea rodriguezii,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,rodriguezii,Aceptado,EN,[]
7759373,Cyathea singularis,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,singularis,Aceptado,EN,"[(5.888611, -75.187583), (5.888611, -75.187583), (5.888611, -75.187583), (5.985556, -75.635), (5.98569, -75.63522), (7.0375, -75.4675), (7.0375, -75.4675)]"
8387898,Cyathea straminea,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,straminea,Aceptado,VU,"[(5.451639, -73.170083), (5.451639, -73.170083), (5.451778, -73.169722), (5.429944, -73.101833), (9.266667, -70.133333), (9.2783, -70.1442)]"
10717524,Cyathea tejedoris,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,tejedoris,Aceptado,VU,[]
10704083,Cyathea toroi,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,toroi,Aceptado,CR,[]
8061145,Cyathea uleana,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,uleana,Aceptado,EN,"[(6.95, -75.033333), (8.41639, -72.3361)]"
11742554,Cyathea uregoana,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,uregoana,Aceptado,EN,[]
7378367,Cyathea varians,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,varians,Aceptado,CR,"[(8.041667, -77.224694), (8.030722, -77.205306), (8.15833, -77.25)]"
3600473,Cyathea werffii,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,werffii,Aceptado,CR,[]
10892219,Dicksonia lehnertiana,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Dicksoniaceae,Dicksonia,lehnertiana,Aceptado,EN,"[(6.956667, -75.564167), (6.956667, -75.564167)]"
8064269,Dicksonia stuebelii,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Dicksoniaceae,Dicksonia,stuebelii,Aceptado,CR,[]
5638624,Zamia amplifolia,Plantae,Tracheophyta,Pinopsida,Cycadales,Zamiaceae,Zamia,amplifolia,Aceptado,EN,"[(4.013845, -77.10926), (5.7125, -77.270833), (6.083333, -77.166667), (6.083333, -77.166667), (6.08, -77.17), (4.00222, -76.97872)]"
5284129,Zamia disodon,Plantae,Tracheophyta,Pinopsida,Cycadales,Zamiaceae,Zamia,disodon,Aceptado,EN,"[(8.11667, -76.66667), (8.11667, -76.66667), (8.116667, -76.666667)]"
5284080,Zamia encephalartoides,Plantae,Tracheophyta,Pinopsida,Cycadales,Zamiaceae,Zamia,encephalartoides,Aceptado,EN,"[(6.972674, -73.160545), (6.89018, -73.156088), (6.884701, -73.188314), (6.916106, -73.152416), (6.875227, -72.842317), (6.906113, -73.121592), (7.046816, -73.155675), (6.711611, -72.885556), (6.711611, -72.885556), (6.711611, -72.885556), (6.711611, -72.885556), (6.822972, -72.993806), (6.822972, -72.993806), (6.822972, -72.993806), (6.822972, -72.993806), (6.822972, -72.993806), (6.822972, -72.993806), (6.822972, -72.993806), (6.822972, -72.993806), (6.7641, -72.894955), (6.754583, -72.954806), (6.754583, -72.954806), (6.902864, -73.162683), (6.822972, -72.993806), (6.661916, -72.85422), (6.863452, -73.055005), (6.905198, -73.068421), (6.994379, -73.093724), (6.825323, -72.99056), (6.833897, -73.010985), (6.833333, -73.0), (6.833333, -73.0), (6.833333, -73.0)]"
7447872,Zamia huilensis,Plantae,Tracheophyta,Pinopsida,Cycadales,Zamiaceae,Zamia,huilensis,Aceptado,EN,"[(5.055659, -75.495525)]"
7626332,Zamia incognita,Plantae,Tracheophyta,Pinopsida,Cycadales,Zamiaceae,Zamia,incognita,Aceptado,EN,"[(6.907361, -74.347899), (6.473589, -74.020564), (6.445056, -74.117194), (6.445056, -74.117194), (6.445056, -74.117194), (6.44506, -74.1172), (6.431417, -74.095817), (6.43115, -74.086167), (6.438417, -74.119667), (6.995475, -73.054308), (7.158472, -73.100861), (7.333333, -74.333333), (7.333333, -74.333333), (7.333333, -74.333333)]"
5284163,Zamia melanorrhachis,Plantae,Tracheophyta,Pinopsida,Cycadales,Zamiaceae,Zamia,melanorrhachis,Aceptado,EN,"[(7.932356, -75.511382), (7.890462, -75.408532), (7.970678, -75.579006), (7.806241, -75.510626), (4.963681, -72.782064), (7.593556, -74.045778), (7.9, -76.68333), (7.9, -76.68333), (7.9, -76.683333), (7.8, -75.566667), (7.9, -75.55), (7.8, -75.56666), (7.872965, -75.45244)]"
5284130,Zamia montana,Plantae,Tracheophyta,Pinopsida,Cycadales,Zamiaceae,Zamia,montana,Aceptado,CR,"[(6.774446, -76.133397), (5.702175, -75.261009), (6.763294, -76.052531), (6.74385, -76.29401), (6.75, -76.4), (6.75, -76.4), (6.75, -76.4), (6.75, -76.4)]"
5284137,Zamia oligodonta,Plantae,Tracheophyta,Pinopsida,Cycadales,Zamiaceae,Zamia,oligodonta,Aceptado,CR,"[(5.2252, -76.032288), (5.202583, -76.055123), (5.303952, -76.131834), (5.378441, -76.157009), (5.303057, -76.152046), (5.337436, -75.83214), (5.26031, -76.01354), (5.26031, -76.01354), (5.248139, -75.839984), (5.209256, -75.945078)]"
7581354,Zamia pyrophylla,Plantae,Tracheophyta,Pinopsida,Cycadales,Zamiaceae,Zamia,pyrophylla,Aceptado,CR,"[(5.452516, -76.64991), (5.482039, -76.710921), (5.683333, -76.633333), (5.673327, -76.723395), (5.740916, -76.774818), (5.787078, -76.609478), (5.650882, -76.609741), (5.72545, -76.60953), (5.72545, -76.60953), (5.72545, -76.60953), (5.72545, -76.60953), (5.68375, -76.66275), (5.6932, -76.65144), (5.62491, -76.64507), (5.62491, -76.64507)]"
5638668,Zamia restrepoi,Plantae,Tracheophyta,Pinopsida,Cycadales,Zamiaceae,Zamia,restrepoi,Aceptado,CR,"[(7.80807, -76.090128), (8.062078, -76.128316), (7.88333, -76.35), (7.88333, -76.35), (7.883333, -76.35), (7.883333, -76.35), (7.883333, -76.35)]"
7864506,Zamia tolimensis,Plantae,Tracheophyta,Pinopsida,Cycadales,Zamiaceae,Zamia,tolimensis,Aceptado,EN,"[(5.055659, -75.495525), (4.092517, -75.154538)]"
5284016,Zamia wallisii,Plantae,Tracheophyta,Pinopsida,Cycadales,Zamiaceae,Zamia,wallisii,Aceptado,CR,"[(6.550194, -76.284722), (6.550194, -76.284722), (6.55, -76.316667), (6.55, -76.32), (6.80207, -76.2524), (6.71694, -76.4011), (6.80207, -76.2524), (6.802073, -76.252411), (6.716944, -76.401108)]"
5285893,Podocarpus guatemalensis,Plantae,Tracheophyta,Pinopsida,Pinales,Podocarpaceae,Podocarpus,guatemalensis,Aceptado,VU,"[(7.301931, -73.701486), (7.301931, -73.701486), (7.302292, -73.701133), (5.868473, -74.174473), (6.559759, -73.581353), (6.559759, -73.581353), (6.559759, -73.581353), (6.55976, -73.5814), (7.122111, -74.353806), (4.13742, -73.85471), (6.076308, -75.03697), (6.545, -76.795528), (6.78333, -75.13333), (8.4833, -78.5), (6.083333, -77.166667), (6.08333, -77.16666), (8.0, -77.75), (7.75, -77.666667), (9.317, -78.917), (9.366667, -78.966667), (4.668179, -74.100069), (7.481438, -73.696084), (7.481438, -73.696084), (8.934167, -78.422222), (6.61888, -73.91444), (8.933611, -78.423611)]"
5286006,Podocarpus oleifolius,Plantae,Tracheophyta,Pinopsida,Pinales,Podocarpaceae,Podocarpus,oleifolius,Aceptado,VU,"[(11.10711, -74.048515), (6.26881, -75.427926), (11.10125, -74.03955), (5.636336, -75.322493), (5.975321, -76.095497), (6.37358, -75.721301), (4.605816, -74.060955), (5.496648, -75.684803), (4.629293, -74.150187), (4.261689, -76.436636), (4.535184, -74.084626), (4.535191, -74.084577), (4.535145, -74.084587), (4.535101, -74.084591), (4.536062, -74.083749), (4.535928, -74.083829), (4.535926, -74.083951), (4.536064, -74.083973), (4.536103, -74.083989), (4.535746, -74.083845), (4.571725, -74.135689), (4.609314, -74.153786), (4.609224, -74.153861), (4.609164, -74.153899), (4.66846, -74.099953), (4.66659, -74.098807), (4.66773, -74.098454), (4.66809, -74.099531), (4.66761, -74.09817), (4.67027, -74.100983), (4.66897, -74.099054), (4.66848, -74.100297), (4.66839, -74.100392), (4.66731, -74.098088), (6.667077, -76.15257), (4.975566, -74.2482), (5.675429, -73.549461), (4.528111, -74.097083), (4.528333, -74.096944), (4.528333, -74.096944), (4.694372, -74.369208), (4.697046, -74.367486), (4.697809, -74.366395), (4.698752, -74.366278), (4.693226, -74.36956), (4.693581, -74.369458), (5.93892, -73.13318), (5.93892, -73.13318), (5.728502, -73.491035), (4.523357, -74.394697), (5.745223, -75.738823), (5.747451, -75.741108), (6.261735, -75.755007), (6.26143, -75.76655), (6.251494, -75.756054), (11.069285, -74.018769), (4.73182, -73.7293), (4.73121, -73.73149), (4.73096, -73.73106), (4.73096, -73.73106), (4.73193, -73.73236), (4.73182, -73.7293), (4.73096, -73.73106), (4.72666, -73.73052), (4.73096, -73.73106), (9.24405, -70.2003), (5.766028, -73.422167), (5.766028, -73.422167), (5.766028, -73.422167), (5.766028, -73.422167), (5.055659, -75.495525), (7.338056, -72.671667), (6.228039, -75.130782), (6.228039, -75.130782), (4.598954, -73.68556), (6.322652, -75.211674), (6.322652, -75.211674), (6.322652, -75.211674), (6.30119, -75.200696), (6.30119, -75.200696), (6.30119, -75.200696), (6.216015, -75.018145), (4.07, -76.506111), (4.07, -76.506111), (4.07, -76.509444), (4.07, -76.51), (6.359689, -75.230661), (6.358102, -75.230661), (6.358102, -75.230661), (7.1332, -72.3717), (6.780279, -75.316788), (5.79011, -73.21455), (5.79011, -73.21455), (6.024046, -75.245474), (4.669417, -74.100944), (4.050889, -74.336194), (4.051056, -74.335833), (9.995689, -72.998972), (5.817667, -73.264944), (10.294556, -72.931139), (10.294556, -72.931139), (10.294667, -72.930944), (10.294667, -72.930944), (10.294639, -72.93075), (10.294639, -72.93075), (10.294639, -72.93075), (10.294639, -72.93075), (6.600417, -73.357028), (5.123056, -76.045), (6.023829, -75.24569), (6.02381, -75.245817), (6.023783, -75.245835), (6.023683, -75.246114), (6.02146, -75.249893), (6.021424, -75.249939), (6.021415, -75.249993), (6.021315, -75.250056), (6.02136, -75.250065), (6.02126, -75.250381), (6.020562, -75.2513), (6.020697, -75.251337), (6.02048, -75.251526), (6.019182, -75.254016)]"
2687261,Prumnopitys harmsiana,Plantae,Tracheophyta,Pinopsida,Pinales,Podocarpaceae,Prumnopitys,harmsiana,Aceptado,VU,"[(6.58, -75.53), (6.583333, -75.533333), (4.713799, -75.49334), (4.713799, -75.49334), (5.613378, -73.929546), (11.1177, -73.8894), (11.143724, -74.11687), (11.110022, -74.061069), (10.5425, -66.873889), (11.112043, -74.058666), (11.112043, -74.058666), (11.112043, -74.058666), (11.1125, -74.0342), (11.111706, -74.056177), (4.611289, -74.068424), (6.209482, -75.497703), (8.366667, -71.833333), (8.37, -71.83), (10.408256, -67.285333), (10.41667, -67.29)]"
2687271,Prumnopitys montana,Plantae,Tracheophyta,Pinopsida,Pinales,Podocarpaceae,Prumnopitys,montana,Aceptado,VU,"[(4.903886, -74.340593), (5.006801, -74.109578), (4.895376, -74.331537), (4.827931, -74.305529), (4.943848, -74.209258), (4.840488, -74.397634), (4.863386, -74.397995), (4.826141, -74.254015), (4.88114, -74.219821), (4.843346, -74.363269), (4.871287, -74.329821), (4.855864, -74.297365), (4.91497, -74.259142), (4.962252, -74.39338), (4.925654, -74.258754), (4.920394, -74.242385), (4.956941, -74.338743), (4.818247, -74.272235), (4.921228, -74.211015), (4.916566, -74.245959), (4.834529, -74.340448), (4.994422, -74.263059), (4.974056, -74.216038), (4.802975, -74.349167), (4.942467, -74.204886), (4.930384, -74.21063), (4.876372, -74.20326), (4.87201, -74.274981), (5.09336, -74.014522), (6.077326, -75.339992), (4.58665, -74.274534), (5.620446, -73.469397), (4.66916, -74.10166), (5.055659, -75.495525), (5.665438, -73.486686), (10.373917, -72.9225), (10.373917, -72.9225), (10.428278, -72.935639), (10.294556, -72.931139), (6.768444, -72.6375), (6.771778, -72.632417), (6.769028, -72.637167), (6.761944, -75.722222), (8.302033, -73.346931), (5.798922, -73.159408), (4.069647, -75.891044), (5.703333, -73.461944), (5.696111, -73.455278), (5.69844, -73.4713), (5.70839, -73.4586), (5.70865, -73.4584), (5.70694, -73.4597), (4.05, -74.35), (9.566667, -70.1), (5.705556, -73.469444), (6.58333, -75.53333), (5.73, -73.47), (5.73333, -73.46666), (10.5, -72.91666), (4.63763, -75.4892), (4.655121, -75.500129), (4.198795, -75.688719), (4.28333, -75.66666), (4.63763, -75.4892), (4.817166, -73.775245), (10.46666, -72.83333), (5.68505, -73.44316), (9.56666, -70.1), (4.86465, -74.284058), (4.86465, -74.284058), (4.83888, -74.283811), (4.86465, -74.284058), (4.86465, -74.284058), (8.666667, -71.0), (8.666667, -71.0)]"
