identificacion,nombre_cientifico,reino,filo,clase,orden,familia,genero,epiteto_especifico,estado_taxonomico,estado_de_amenaza,coordenadas
5355420,Mora oleifera,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mora,oleifera,Aceptado,EN,"[(6.271639, -77.379785), (6.7025, -77.487222), (6.7025, -77.487222), (6.7025, -77.487222)]"
8896805,Muellera burkartii,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Muellera,burkartii,Aceptado,EN,"[(10.390925, -74.11249), (10.39141, -74.11331), (10.39141, -74.11331), (10.5, -72.916667), (9.167, -75.65), (9.166667, -75.65), (9.166667, -75.65), (9.166667, -75.65)]"
5355564,Ormosia cuatrecasasii,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ormosia,cuatrecasasii,Aceptado,VU,"[(6.303056, -74.929306), (6.303056, -74.929306), (6.303056, -74.929306), (6.296593, -74.956506), (6.296593, -74.956506), (6.296593, -74.956506), (6.296593, -74.956506), (6.296593, -74.956506), (6.505583, -74.918064), (6.386944, -75.009167), (6.003136, -74.934289), (7.05719, -75.23233), (5.84306, -74.9726), (7.083333, -75.166667), (7.083333, -75.166667), (5.76666, -76.58333), (5.749527, -76.560568), (5.75, -76.53333), (5.731288, -76.631484), (6.002839, -74.933261), (6.505583, -74.918064)]"
5355552,Ormosia revoluta,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ormosia,revoluta,Aceptado,VU,[]
2952734,Peltogyne purpurea,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Peltogyne,purpurea,Aceptado,VU,"[(9.902344, -75.186242), (9.902344, -75.186242), (8.289656, -75.641887), (9.595797, -75.341567), (9.936667, -75.107222), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.936583, -75.109787), (9.544944, -75.3425), (8.602841, -73.579577), (9.859167, -75.110556), (9.859167, -75.110556), (9.483333, -75.35), (9.483333, -75.35), (9.5, -75.366667), (9.5, -75.366667), (9.5, -75.366667), (9.936953, -75.104006), (9.936953, -75.104006), (9.936953, -75.104006), (9.936953, -75.104006), (9.936953, -75.104006), (9.966667, -75.166667), (9.96666, -75.16666), (10.366667, -73.133333), (10.366667, -73.133333), (10.366667, -73.133333), (10.366667, -73.133333), (9.92371, -75.103694), (9.92371, -75.103694), (9.96666, -75.16666), (9.883333, -75.2), (10.646943, -74.118061), (9.290361, -73.766667), (9.352417, -73.805528), (9.352417, -73.805528), (8.3, -78.15)]"
2951789,Piptadenia uliginosa,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Piptadenia,uliginosa,Aceptado,EN,"[(5.161734, -74.814827), (5.163417, -74.812383), (8.0, -73.0)]"
2947108,Prioria copaifera,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prioria,copaifera,Aceptado,EN,"[(6.231028, -76.74075), (6.231028, -76.74075), (6.231028, -76.74075), (6.231028, -76.74075), (6.231028, -76.74075), (6.231028, -76.74075), (6.231028, -76.74075), (6.231028, -76.74075), (6.231028, -76.74075), (6.231028, -76.74075), (6.231028, -76.74075), (6.231028, -76.74075), (6.231028, -76.74075), (6.231028, -76.74075), (6.231028, -76.74075), (6.231028, -76.74075), (6.231028, -76.74075), (6.231028, -76.74075), (6.231028, -76.74075), (6.231028, -76.74075), (6.231028, -76.74075), (6.231028, -76.74075), (6.866389, -76.939444), (6.866389, -76.939444), (6.866389, -76.939444), (6.866389, -76.939444), (6.866389, -76.939444), (6.866389, -76.939444), (6.866389, -76.939444), (6.237834, -75.51418), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (8.054333, -77.034944), (6.006378, -76.769786), (6.006378, -76.769786), (8.310729, -75.656088), (8.304035, -75.623297), (8.304035, -75.623297), (8.31218, -75.657618), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (7.412861, -77.171417), (8.245417, -77.064222), (7.85, -74.783333), (7.85, -74.783333), (7.85, -74.783333), (7.85, -74.783333), (7.866667, -74.783333), (7.866667, -74.783333), (7.866667, -74.783333), (7.866667, -74.783333), (7.9, -74.8), (7.9, -74.8), (7.916667, -74.783333), (7.916667, -74.783333), (7.916667, -74.783333), (7.916667, -74.783333), (7.916667, -74.783333), (7.9, -74.766667), (7.9, -74.8), (7.9, -74.8), (7.866667, -74.8), (6.87022, -76.85992), (6.87022, -76.85992), (6.87022, -76.85992)]"
2952910,Pseudopiptadenia colombiana,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Pseudopiptadenia,colombiana,Aceptado,CR,[]
10862130,Swartzia amabale,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Swartzia,amabale,Aceptado,EN,[]
5352074,Swartzia magdalenae,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Swartzia,magdalenae,Aceptado,CR,"[(5.427758, -74.723844), (7.094611, -73.354639)]"
5351979,Swartzia mucronifera,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Swartzia,mucronifera,Aceptado,VU,"[(6.35, -76.433333), (7.583, -74.833), (7.58333, -74.83333), (4.025299, -77.079882), (7.5, -74.833333)]"
10796657,Swartzia radiale,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Swartzia,radiale,Aceptado,EN,[]
2968122,Zapoteca microcephala,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Zapoteca,microcephala,Aceptado,EN,"[(5.555028, -74.881083), (6.3663, -74.56015), (6.466667, -74.35), (6.466667, -74.35), (6.477222, -74.351944), (7.0, -73.25)]"
5347363,Zygia andaquiensis,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Zygia,andaquiensis,Aceptado,EN,[]
5347383,Zygia codonocalyx,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Zygia,codonocalyx,Aceptado,CR,"[(6.07075, -74.213361), (6.07075, -74.213361), (6.07075, -74.213361), (7.5, -75.33333), (7.5, -75.33333), (7.5, -75.33333), (7.5, -75.33333)]"
5347426,Zygia garcia-barrigae,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Zygia,garcia-barrigae,Aceptado,CR,"[(4.733441, -74.745961), (4.733441, -74.745961), (5.029207, -74.366814)]"
5347397,Zygia hernandezii,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Zygia,hernandezii,Aceptado,CR,"[(7.412861, -77.171417), (4.809722, -74.424444)]"
5347409,Zygia lehmannii,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Zygia,lehmannii,Aceptado,VU,"[(7.235, -73.248583), (5.546921, -74.644124)]"
5347395,Zygia multipunctata,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Zygia,multipunctata,Aceptado,EN,"[(5.97, -75.95), (7.296829, -75.068445), (7.3, -75.06666), (7.3, -75.06666), (7.3, -75.06666), (7.3, -75.06666), (7.216667, -75.050556), (7.5, -75.83333), (7.5, -75.833333), (7.216667, -75.050556)]"
7434040,Acanthocladus colombianus,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Acanthocladus,colombianus,Aceptado,CR,"[(4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863), (4.731599, -74.774863)]"
166191060,Colombobalanus excelsa,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Colombobalanus,excelsa,Aceptado,VU,[]
2880642,Quercus humboldtii,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,humboldtii,Aceptado,VU,"[(4.665156, -74.271656), (6.327706, -75.509653), (4.661265, -74.102082), (4.608019, -74.018976), (4.672174, -74.1617), (4.681461, -74.131503), (5.221295, -73.984139), (5.61696, -73.592059), (5.65649, -75.76342), (5.65649, -75.76342), (5.65649, -75.76342), (5.65649, -75.76342), (5.65649, -75.76342), (5.65397, -75.76034), (5.6556, -75.76102), (5.6556, -75.76102), (5.6556, -75.76102), (5.6556, -75.76102), (4.014305, -76.479318), (4.014305, -76.479318), (4.013664, -76.479643), (4.013664, -76.479643), (4.013664, -76.479643), (4.759896, -74.009966), (4.626561, -74.079321), (5.775761, -73.53645), (4.699735, -74.101283), (4.579385, -73.745527), (4.656337, -75.766464), (4.668785, -74.100338), (4.669313, -74.099373), (4.66932, -74.09938), (4.669173, -74.099252), (4.669187, -74.099187), (4.493276, -74.125029), (4.504418, -74.006846), (4.472562, -74.17559), (4.449675, -74.197856), (4.710649, -74.169338), (4.622851, -74.117509), (4.729638, -74.161625), (4.529369, -74.144046), (4.581931, -74.07168), (4.3284, -75.668842), (6.280799, -75.551635), (4.782564, -74.05709), (4.670151, -74.116261), (4.670261, -74.116347), (4.670477, -74.116519), (4.670673, -74.116711), (4.670776, -74.116791), (4.767466, -74.099109), (4.76976, -74.100606), (4.770215, -74.100174), (4.621524, -75.567187), (4.794086, -74.053001), (4.769656, -74.099943), (4.627388, -74.014179), (4.657857, -74.046325), (4.657908, -74.04665), (4.657873, -74.045875), (4.657855, -74.045867), (4.658897, -74.04641), (4.65752, -74.180972), (5.711, -73.449657), (4.684778, -74.083803), (4.682281, -74.041127), (4.785878, -74.133374), (4.72455, -74.154384), (4.736072, -74.099445), (4.830015, -74.364955), (5.720073, -73.54343), (4.717994, -74.144665), (4.784917, -74.151414), (4.699127, -74.103876), (4.97327, -74.353383), (4.864913, -74.33969), (4.745782, -74.230933), (4.866136, -74.376761), (4.93438, -75.66063), (5.50235, -75.616171), (5.838736, -73.009503), (4.976451, -74.0879), (4.63058, -74.16333), (4.63058, -74.16333), (4.63038, -74.16341), (4.690572, -75.582356), (4.67311, -74.13199), (4.67338, -74.13183), (4.67341, -74.13183), (4.67363, -74.13152), (4.66713, -74.08688), (4.66761, -74.08691), (4.66752, -74.08691), (4.64419, -74.14116), (4.64552, -74.14122), (4.64422, -74.14125), (4.64422, -74.14125), (4.64411, -74.14136), (4.64427, -74.14133), (4.602567, -74.080371), (4.477484, -74.103326), (6.178718, -75.575377), (4.768101, -74.052641), (6.39473, -75.745792), (7.439878, -72.990065), (4.606595, -74.061197), (4.606595, -74.061197), (4.606595, -74.061197), (4.606532, -74.061665), (4.606532, -74.061665), (4.612848, -74.060647), (4.61007, -74.061417), (4.61007, -74.061417), (4.609264, -74.062193), (4.609264, -74.062193), (4.609264, -74.062193), (4.609264, -74.062193), (4.609264, -74.062193), (4.609264, -74.062193), (4.609264, -74.062193), (4.605816, -74.060955), (4.603937, -74.060922), (4.609694, -74.061833), (4.609694, -74.061694), (4.609694, -74.061694), (4.609694, -74.061694), (4.609694, -74.061694), (4.609694, -74.061694), (4.609694, -74.061694), (4.609694, -74.061694), (4.609417, -74.061751), (4.609417, -74.061751), (4.609694, -74.061833), (4.609694, -74.061694), (4.609694, -74.061694), (4.609694, -74.061694), (4.609694, -74.061694), (4.609694, -74.061694), (4.609694, -74.061694), (4.609694, -74.061694), (4.609694, -74.061694), (4.609417, -74.061751), (4.609417, -74.061751), (4.609417, -74.061751), (6.214037, -75.561012), (6.243933, -75.405409), (4.65694, -74.153972), (5.689845, -73.594056), (5.139037, -74.384462), (4.776673, -75.426), (7.334633, -72.876559), (4.440343, -74.144343), (4.66944, -74.08777), (4.764077, -74.004369), (4.844762, -74.337142), (4.572377, -74.133385), (4.57288, -74.133614), (4.572848, -74.133372), (4.573146, -74.133349), (4.573237, -74.133119), (4.573323, -74.133174), (4.569616, -74.136411), (4.569735, -74.136345), (4.57355, -74.13259), (4.573033, -74.132367), (4.574034, -74.138917), (4.608534, -74.151833), (4.610756, -74.154216), (4.610701, -74.154086), (4.609934, -74.155553), (4.609792, -74.155664), (4.609649, -74.155775), (4.609506, -74.155886), (4.609221, -74.156107), (4.609079, -74.156217), (4.608936, -74.156328), (4.608793, -74.156439), (4.608651, -74.156549), (4.608516, -74.15666), (4.608378, -74.156776), (4.608239, -74.156891), (4.6081, -74.157008), (4.607822, -74.157239), (4.607684, -74.157354), (4.60741, -74.15759), (4.607271, -74.157706), (4.60714, -74.157826), (4.607011, -74.157952), (4.606753, -74.158204), (4.606623, -74.158331), (4.606428, -74.158449), (4.608327, -74.156584), (4.608747, -74.156243), (4.609185, -74.155905), (4.60938, -74.155259), (4.574153, -74.137461), (4.57555, -74.143), (4.57561, -74.14297), (4.57569, -74.14283), (4.967909, -74.272588), (4.65454, -74.010303), (4.965111, -73.892667), (5.795779, -73.50923), (4.603693, -75.507559), (4.637321, -74.139061), (4.579131, -74.063869), (4.579131, -74.063869), (4.579131, -74.063869), (4.579131, -74.063869), (4.579131, -74.063869), (4.579131, -74.063869), (4.579131, -74.063869), (4.579131, -74.063869), (4.579131, -74.063869), (4.579131, -74.063869), (4.579131, -74.063869), (4.579131, -74.063869), (4.579194, -74.064006), (4.579131, -74.063869), (4.579194, -74.064006), (4.736047, -74.152052), (4.412955, -74.222701), (4.793554, -74.115057), (4.448313, -74.263111), (4.733473, -74.080206), (4.654569, -74.075275), (5.492575, -73.779333), (5.44608, -73.658004), (4.712775, -74.375122), (4.66932, -74.100243), (4.66947, -74.100481), (4.66666, -74.098842), (4.66652, -74.100675), (4.66667, -74.100086), (4.66652, -74.099447), (4.6658, -74.099082), (4.66747, -74.099423), (4.66837, -74.100923), (4.66657, -74.098521), (4.66849, -74.100498), (4.66686, -74.098284), (4.66582, -74.099233), (4.66676, -74.098886), (4.66802, -74.099518), (4.66816, -74.099574), (4.66862, -74.098951), (4.66743, -74.097966), (4.66705, -74.100088), (4.66691, -74.100028), (4.66748, -74.098997), (4.66936, -74.099838), (4.66984, -74.10053), (5.039293, -75.443879), (5.049134, -75.505332), (5.780567, -73.579409), (6.383404, -75.511149), (5.748259, -75.821503), (6.391706, -75.567194), (6.270648, -75.584152), (6.782612, -75.320131), (4.716568, -74.528309), (6.292527, -75.64461), (4.623116, -74.112548), (4.622828, -74.029833), (6.247646, -75.672803), (4.741083, -74.012722), (4.781855, -74.018395), (4.680196, -74.077507), (4.708955, -74.025951), (4.758162, -74.122562), (4.75853, -74.000042), (4.681398, -74.074159), (4.47103, -74.033294), (6.206395, -75.684544), (4.768017, -74.022375), (4.696709, -74.128514), (4.61735, -74.154332), (4.642408, -74.091713), (4.633146, -74.147681), (4.761156, -74.035954), (4.636952, -74.158825), (4.796458, -74.189832), (4.779591, -74.132981), (4.601484, -74.155366), (4.776951, -74.005421), (4.767968, -74.118639), (4.773886, -74.031583), (4.602414, -74.142951), (4.652405, -74.063099), (4.757961, -74.037578)]"
3054364,Juglans neotropica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,neotropica,Aceptado,EN,"[(4.605408, -74.189578), (4.404854, -73.939935), (4.684675, -74.000823), (4.791617, -74.000708), (4.68826, -74.174971), (4.642284, -74.120995), (4.68019, -74.07845), (4.608842, -74.147128), (4.764188, -74.080456), (4.764188, -74.080456), (4.764188, -74.080456), (4.764188, -74.080456), (4.764188, -74.080456), (4.764188, -74.080456), (4.764188, -74.080456), (4.764188, -74.080456), (4.764188, -74.080456), (4.764188, -74.080456), (4.764188, -74.080456), (4.684196, -74.192473), (4.739714, -74.023523), (4.805869, -74.258125), (4.442558, -74.013729), (4.541177, -74.137663), (4.400483, -74.082084), (4.662509, -74.159508), (4.439548, -74.003467), (4.583102, -74.114288), (4.481265, -74.091371), (4.594288, -74.134313), (4.642991, -74.032121), (4.419973, -74.096422), (4.775783, -74.119121), (4.765908, -74.127656), (4.767469, -74.100463), (4.767244, -74.099989), (4.77085, -74.0991), (4.665715, -74.008365), (4.731739, -74.121042), (4.602013, -74.093236), (4.767466, -74.099109), (4.767466, -74.099109), (4.772646, -74.127588), (4.769132, -74.099558), (4.769132, -74.099558), (4.769132, -74.099558), (4.76597, -74.10015), (4.671304, -74.100212), (4.818122, -74.336895), (4.686762, -74.094147), (4.743727, -74.005564), (4.906491, -74.399768), (4.684047, -75.657628), (4.67377, -74.13138), (4.675, -74.13211), (4.675, -74.13211), (4.66752, -74.08702), (4.64411, -74.14127), (4.609045, -74.061834), (4.608787, -74.062165), (4.608787, -74.062165), (4.609524, -74.06196), (4.609694, -74.061833), (4.693642, -74.045692), (4.792555, -73.848423), (4.440343, -74.144343), (4.93, -74.17), (4.702, -74.07372), (4.542051, -74.18724), (4.841114, -74.338959), (4.571163, -74.129291), (4.57434, -74.131376), (4.581489, -74.091309), (4.608303, -74.151706), (4.608274, -74.151594), (4.608193, -74.151533), (4.607582, -74.151428), (4.607943, -74.151588), (4.607768, -74.151489), (4.608024, -74.151589), (4.608808, -74.151275), (4.575328, -74.103089), (4.574468, -74.103768), (4.574752, -74.104821), (4.57611, -74.14286), (4.57625, -74.14288), (4.57625, -74.14288), (4.498658, -74.12044), (4.498481, -74.120436), (4.496679, -74.120191), (4.498313, -74.119449), (4.651072, -74.160254), (4.635724, -74.128701), (4.72388, -74.10375), (4.72302, -74.1025), (4.72302, -74.1025), (4.63683, -74.137405), (4.636865, -74.137581), (4.636888, -74.137668), (4.636919, -74.137754), (4.636939, -74.137843), (4.637024, -74.138095), (4.637049, -74.138185), (4.637305, -74.138973), (4.637337, -74.139151), (4.638334, -74.14194), (4.644459, -74.155328), (4.644734, -74.154909), (4.637013, -74.154477), (4.579194, -74.064006), (4.579194, -74.064006), (4.579131, -74.063869), (4.579131, -74.063869), (4.579131, -74.063869), (4.613115, -74.076328), (4.573066, -74.201677), (4.937427, -74.195716), (4.760476, -74.026702), (4.69644, -74.089294), (4.69, -75.545), (4.695, -75.543), (4.695, -75.543), (4.570634, -74.105451), (4.62882, -74.172029), (4.629006, -74.171877), (4.62792, -74.172726), (4.621906, -74.1761), (4.66949, -74.100332), (4.66915, -74.1003), (4.66668, -74.098844), (4.6665, -74.098801), (4.66656, -74.0989), (4.66727, -74.099137), (4.66744, -74.099464), (4.66744, -74.099531), (4.66736, -74.099069), (4.66727, -74.099987), (4.66658, -74.10029), (4.66761, -74.09817), (4.66836, -74.098061), (4.66889, -74.098242), (4.66702, -74.099133), (4.66669, -74.099108), (4.66669, -74.099108), (4.669, -74.101952), (4.66716, -74.099819), (5.098123, -75.479386), (6.058691, -75.327651), (4.402068, -74.080895), (4.418487, -74.023114), (4.548661, -74.024014), (4.61932, -74.098065), (4.662941, -74.182631), (4.772139, -74.098194), (4.772861, -74.099194), (4.590034, -74.036375), (4.71886, -74.091128), (4.767532, -74.168361), (4.729413, -74.110474), (4.67368, -74.059135), (4.797293, -74.043116), (4.623394, -74.008108), (4.755463, -74.082515), (4.719822, -74.170634), (4.772972, -74.098111), (4.772972, -74.098111), (4.772889, -74.09925), (4.772889, -74.09925), (4.772889, -74.09925), (4.772889, -74.09925), (4.772889, -74.09925)]"
8329964,Perrottetia calva,Plantae,Tracheophyta,Magnoliopsida,Huerteales,Dipentodontaceae,Perrottetia,calva,Aceptado,EN,"[(5.432263, -75.171996), (5.361628, -75.16391), (5.361628, -75.16391)]"
7736526,Perrottetia colorata,Plantae,Tracheophyta,Magnoliopsida,Huerteales,Dipentodontaceae,Perrottetia,colorata,Aceptado,CR,[]
7570264,Perrottetia guacharana,Plantae,Tracheophyta,Magnoliopsida,Huerteales,Dipentodontaceae,Perrottetia,guacharana,Aceptado,EN,"[(6.593678, -73.579649), (6.683174, -73.436326), (6.593678, -73.579649), (6.683174, -73.436326), (6.593678, -73.579649), (6.683174, -73.436326), (6.695381, -73.447358)]"
8377867,Perrottetia maxima,Plantae,Tracheophyta,Magnoliopsida,Huerteales,Dipentodontaceae,Perrottetia,maxima,Aceptado,VU,"[(6.63442, -76.22414), (4.833889, -76.191944), (4.71084, -75.8615), (4.71084, -75.8615)]"
