latitude,longitude,elevation,speed,time,distance,elevation_diff,cum_distance,cum_elevation
4.714418286457658,-73.97011016495526,2721.8,12.912364329238253,2024-05-04 07:00:43+00:00,51.47,-3.599999999999909,28415.389999999978,33.20000000000027
4.7145317774266005,-73.96949929185212,2718.2,13.806688468478397,2024-05-04 07:00:48+00:00,68.86,-3.600000000000364,28484.249999999978,29.59999999999991
4.714631019160152,-73.96927331574261,2716.6,13.721648762543444,2024-05-04 07:00:50+00:00,27.37,-1.599999999999909,28511.619999999977,28.0
4.715083725750446,-73.96881306543946,2712.8,14.368539791452264,2024-05-04 07:00:55+00:00,71.66,-3.799999999999727,28583.279999999977,24.200000000000273
4.715577671304345,-73.968544928357,2709.2,12.524103230691583,2024-05-04 07:01:00+00:00,62.45,-3.600000000000364,28645.729999999978,20.59999999999991
4.717213986441493,-73.96800991147757,2700.8,11.98529338602222,2024-05-04 07:01:16+00:00,191.37,-8.399999999999636,28837.099999999977,12.200000000000273
4.71842173486948,-73.96782903000712,2695.2,9.71790139125079,2024-05-04 07:01:30+00:00,135.78,-5.600000000000364,28972.879999999976,6.599999999999909
4.719329494982958,-73.96762266755104,2691.2,10.368959560400636,2024-05-04 07:01:40+00:00,103.5,-4.0,29076.379999999976,2.599999999999909
4.719967357814312,-73.96709351800382,2688.8,7.089436060808461,2024-05-04 07:01:53+00:00,92.03,-2.399999999999636,29168.409999999974,0.20000000000027285
4.720699768513441,-73.96634719334543,2689.0,7.262665590904253,2024-05-04 07:02:09+00:00,116.07,0.1999999999998181,29284.479999999974,0.40000000000009095
4.720999589189887,-73.9660207182169,2689.2,3.078313463609877,2024-05-04 07:02:25+00:00,49.2,0.1999999999998181,29333.679999999975,0.599999999999909
4.721463359892368,-73.96559617482126,2681.6,0.0355386449567122,2024-05-04 07:35:23+00:00,69.81,-7.599999999999909,29403.489999999976,-7.0
4.722001478075981,-73.96505143493414,2680.2,5.318982998474941,2024-05-04 07:35:39+00:00,85.0,-1.400000000000091,29488.489999999976,-8.400000000000091
4.722462818026543,-73.96457810886204,2678.6,4.591718976277192,2024-05-04 07:35:55+00:00,73.37,-1.599999999999909,29561.859999999975,-10.0
4.722909908741713,-73.96413621492684,2678.2,4.366327971008265,2024-05-04 07:36:11+00:00,69.78,-0.40000000000009095,29631.639999999974,-10.400000000000091
4.723258092999458,-73.9638860989362,2677.6,4.767219598299607,2024-05-04 07:36:21+00:00,47.62,-0.599999999999909,29679.259999999973,-11.0
4.72395253367722,-73.96336566656828,2676.6,6.432778701854449,2024-05-04 07:36:36+00:00,96.38,-1.0,29775.639999999974,-12.0
4.724465506151319,-73.96275110542774,2676.2,6.841202178574749,2024-05-04 07:36:49+00:00,88.84,-0.40000000000009095,29864.479999999974,-12.400000000000091
4.7248954977840185,-73.96209488622844,2675.2,6.702596172311096,2024-05-04 07:37:02+00:00,87.03,-1.0,29951.509999999973,-13.400000000000091
4.724898682907224,-73.96169020794332,2674.6,6.414414353072176,2024-05-04 07:37:09+00:00,44.85,-0.599999999999909,29996.35999999997,-14.0
4.724525436758995,-73.96069100126624,2674.2,7.399051775260019,2024-05-04 07:37:25+00:00,118.25,-0.40000000000009095,30114.60999999997,-14.400000000000091
4.7242693696171045,-73.95997158251703,2673.6,5.2970600348557495,2024-05-04 07:37:41+00:00,84.66,-0.599999999999909,30199.26999999997,-15.0
4.723951360210776,-73.95906642079353,2672.2,6.65538830575285,2024-05-04 07:37:57+00:00,106.36,-1.400000000000091,30305.629999999972,-16.40000000000009
4.723776765167713,-73.9581733290106,2671.2,7.212433247773342,2024-05-04 07:38:11+00:00,100.86,-1.0,30406.489999999972,-17.40000000000009
4.723657909780741,-73.957045879215,2670.0,7.861525145346096,2024-05-04 07:38:27+00:00,125.64,-1.199999999999818,30532.129999999972,-18.59999999999991
4.723460013046861,-73.9562083594501,2668.8,7.958252843271456,2024-05-04 07:38:39+00:00,95.38,-1.199999999999818,30627.509999999973,-19.799999999999727
4.723221464082599,-73.95546865649521,2669.8,7.188257737622066,2024-05-04 07:38:51+00:00,86.16,1.0,30713.669999999973,-18.799999999999727
4.723301259800792,-73.95511812530458,2669.4,6.648673760654991,2024-05-04 07:38:57+00:00,39.85,-0.40000000000009095,30753.51999999997,-19.199999999999818
4.723843904212117,-73.95410165190697,2666.0,7.998385531841236,2024-05-04 07:39:13+00:00,127.79,-3.400000000000091,30881.309999999972,-22.59999999999991
4.724414627999067,-73.95301963202655,2665.0,8.488770493900619,2024-05-04 07:39:29+00:00,135.66,-1.0,31016.969999999972,-23.59999999999991
4.724657032638788,-73.95265761762857,2666.0,6.913707060483171,2024-05-04 07:39:36+00:00,48.33,1.0,31065.299999999974,-22.59999999999991
4.725129688158631,-73.95239191129804,2669.8,6.714456673889038,2024-05-04 07:39:45+00:00,60.24,3.800000000000182,31125.539999999975,-18.799999999999727
4.725863691419363,-73.95212930627167,2673.8,5.427472894709253,2024-05-04 07:40:01+00:00,86.65,4.0,31212.189999999977,-14.799999999999727
4.726602304726839,-73.95186066627502,2675.6,5.467208904164636,2024-05-04 07:40:17+00:00,87.36,1.7999999999997272,31299.549999999977,-13.0
4.727320801466703,-73.95160535350442,2678.2,5.305611009180254,2024-05-04 07:40:33+00:00,84.76,2.599999999999909,31384.309999999976,-10.400000000000091
