id,scientific_name,kingdom,phylum,class,order,family,genus,specific_epithet,taxonomic_status,threat_status,coordinates,display_name,town,state_district,country,temperature,humidity
2425097,Pristimantis actinolaimus,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,actinolaimus,Válido,EN,"[(5.520233, -75.39586), (5.51366, -75.39558), (5.51366, -75.39558), (5.51366, -75.39558), (5.517912, -75.39908), (5.51967, -75.39557), (5.51967, -75.39557), (5.513109, -75.39346), (5.512181, -75.39524), (5.513871, -75.39661), (5.513871, -75.39661), (5.512471, -75.38995), (5.512471, -75.38995), (5.512471, -75.38995), (5.512471, -75.38995), (5.512471, -75.38995), (5.512001, -75.38947), (5.512001, -75.38947), (5.512451, -75.3886), (5.512451, -75.3886), (5.512451, -75.3886), (5.512451, -75.3886), (5.530256, -75.198344), (5.433806, -75.133028), (5.436278, -75.133167), (5.447833, -75.128306), (5.447694, -75.128417), (5.51474, -75.0628), (5.51474, -75.0628), (5.51474, -75.0628), (5.51474, -75.0628), (5.51474, -75.0628), (5.51474, -75.0628), (5.51474, -75.0628), (5.51474, -75.0628), (5.51474, -75.0628), (5.51474, -75.0628), (5.51474, -75.0628), (5.51474, -75.0628), (5.51474, -75.0628), (5.51474, -75.0628), (5.51474, -75.0628), (5.51474, -75.0628)]","Reserva Forestal Tarcara, Aguadas - Monteredondo, Aguadas, Norte, Caldas, RAP del Agua y la Montaña, Colombia",Aguadas,Norte,Colombia,9.528604651162794,98.11627906976744
2425044,Pristimantis acutirostris,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,acutirostris,Válido,EN,"[(5.778191, -73.569492), (6.105278, -73.22222), (5.939293, -73.306879), (5.939293, -73.306879), (6.08808, -73.8324), (6.088083, -73.832417), (6.088083, -73.832417), (6.088083, -73.832417), (6.088083, -73.832417), (6.088083, -73.832417), (6.088056, -73.8325), (6.088056, -73.8325), (6.088056, -73.8325), (4.489472, -73.66675), (4.489472, -73.66675), (4.489472, -73.66675), (4.489472, -73.66675), (4.489472, -73.66675), (4.489472, -73.66675), (4.489472, -73.66675), (4.489472, -73.66675), (6.114139, -73.026389), (6.114139, -73.026389), (4.45044, -75.6422), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988), (6.07242, -73.05988)]","Gachantivá, Ricaurte, Boyacá, RAP (Especial) Central, Colombia",Gachantivá,Ricaurte,Colombia,10.972903225806446,96.51612903225806
2425014,Pristimantis aemulatus,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,aemulatus,Válido,EN,"[(6.5456, -76.2939), (6.5456, -76.2939), (6.5456, -76.2939), (6.51281, -76.2735), (6.51281, -76.2735), (6.51281, -76.2735), (6.51281, -76.2735)]","Finca, Frontino, Occidente, Antioquia, RAP del Agua y la Montaña, Colombia",,Occidente,Colombia,15.89857142857143,97.0
2424996,Pristimantis affinis,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,affinis,Válido,EN,"[(4.402837, -74.173634), (4.883333, -74.282222), (4.880833, -74.284167), (4.883333, -74.282222), (4.883333, -74.282222), (4.883333, -74.282222), (4.883333, -74.282222), (4.883333, -74.282222), (4.883333, -74.282222), (4.883333, -74.282222), (4.883333, -74.282222), (4.883333, -74.282222), (4.356114, -73.793578), (4.356114, -73.793578), (4.296831, -73.7977), (4.296831, -73.7977), (4.295214, -73.77835), (4.283097, -73.791472), (4.283097, -73.791472), (4.283097, -73.791472), (4.283097, -73.791472), (4.280136, -73.793189), (4.280136, -73.793189), (4.294992, -73.778903), (4.29695, -73.781172), (4.215, -74.303889), (4.215278, -74.303611), (4.213333, -74.293611), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.720889, -73.864056), (4.720889, -73.864056), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.720889, -73.864056), (4.720889, -73.864056), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.71725, -73.866167), (4.455703, -74.3917), (4.628, -73.725), (4.63, -73.72), (4.49125, -73.689528), (4.508333, -73.689722), (4.508333, -73.689722), (5.5, -73.96667), (5.0, -74.16667), (4.736908, -73.842364), (4.56401, -73.6832), (4.56401, -73.6832), (4.56401, -73.6832), (4.55833, -73.6833), (4.47334, -73.8039), (4.47334, -73.8039), (4.47334, -73.8039), (4.47334, -73.8039), (4.47334, -73.8039), (4.47334, -73.8039), (4.4729, -73.836), (4.4729, -73.836), (4.4729, -73.836), (4.4729, -73.836), (10.90616, -73.99489), (10.90616, -73.99489), (10.81362, -73.70237), (5.156595, -73.864538)]","Localidad Ciudad Bolivar, Bogotá, Distrito Capital, RAP (Especial) Central, 111981, Colombia",,,Colombia,9.890752688172045,94.63440860215054
2425859,Pristimantis alalocophus,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,alalocophus,Válido,EN,"[(4.38577, -75.38577), (5.037331, -75.384086), (5.037331, -75.384086), (5.352222, -75.183306), (5.194889, -75.380167), (5.194889, -75.380167), (5.219593, -75.386329), (5.219593, -75.386329), (5.215833, -75.411944), (5.215833, -75.411944), (5.215833, -75.411944), (5.215833, -75.411944), (5.0934, -75.4049), (5.0934, -75.4049), (5.0934, -75.4049), (5.0934, -75.4049), (5.0934, -75.4049), (5.0934, -75.4049), (5.0934, -75.4049), (5.0934, -75.4049), (5.0934, -75.4049), (5.0934, -75.4049), (5.0934, -75.4049), (5.0934, -75.4049), (5.0934, -75.4049), (5.0934, -75.4049), (5.0934, -75.4049), (5.0934, -75.4049), (4.65626, -75.4598), (4.65626, -75.4598), (4.65626, -75.4598), (4.65626, -75.4598), (4.65626, -75.4598), (4.48846, -75.5627), (4.48846, -75.5627), (4.48846, -75.5627), (4.48846, -75.5627), (4.48846, -75.5627), (4.48846, -75.5627), (4.48846, -75.5627), (4.48846, -75.5627), (4.50388, -75.5551), (4.50388, -75.5551), (4.50388, -75.5551), (4.50388, -75.5551), (4.50388, -75.5551)]","El Tambo, Gamboa, Ibagué, Centro, Tolima, RAP (Especial) Central, Colombia",,Centro,Colombia,7.97891304347826,87.17391304347827
2425842,Pristimantis albericoi,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,albericoi,Válido,CR,[],,,,,,
2425671,Pristimantis angustilineatus,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,angustilineatus,Válido,EN,"[(5.242778, -76.079722), (5.233333, -76.05), (5.254444, -76.110833), (4.8103, -76.1722), (4.8103, -76.1722), (4.8103, -76.1722), (4.8103, -76.1722), (4.8103, -76.1722), (4.8103, -76.1722), (4.8103, -76.1722), (4.8103, -76.1722), (4.7444, -76.297), (4.7444, -76.297), (4.82435, -76.15014), (4.82435, -76.15014), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.75282, -76.2911), (4.776333, -76.202833), (4.776333, -76.202833), (4.776333, -76.202833), (4.75, -76.283333), (4.85313, -76.1714), (4.85313, -76.1714), (5.37685, -75.8845), (5.38235, -75.8887), (5.38132, -75.8882), (5.30676, -75.8961), (5.30676, -75.8961), (5.37731, -75.8863), (5.14579, -76.011), (5.14579, -76.011), (5.14579, -76.011), (5.14579, -76.011), (5.14579, -76.011), (5.14579, -76.011), (5.14579, -76.011), (5.14579, -76.011), (5.14579, -76.011), (4.7541, -76.2966), (4.7541, -76.2966), (4.7541, -76.2966), (4.7541, -76.2966), (4.75565, -76.2931), (4.7541, -76.2966), (4.7541, -76.2966), (4.7541, -76.2966), (4.7541, -76.2966), (4.7541, -76.2966), (4.81826, -76.1693), (4.81826, -76.1693), (4.81826, -76.1693), (4.81826, -76.1693), (4.81826, -76.1693), (4.76374, -76.29713), (4.74747, -76.28591), (4.74747, -76.28591), (4.74747, -76.28591), (4.78001, -76.19208), (4.78001, -76.19208), (4.81552, -76.17258), (4.81552, -76.17258), (4.82912, -76.18266), (4.81552, -76.17258), (4.83871, -76.1561), (4.82435, -76.15014), (4.81552, -76.17258), (4.83436, -76.17693), (4.83436, -76.17693), (4.83436, -76.17693), (4.83436, -76.17693), (4.83436, -76.17693), (4.83436, -76.17693), (4.83436, -76.17693), (4.83436, -76.17693), (4.83436, -76.17693), (4.83436, -76.17693), (4.83436, -76.17693), (4.83436, -76.17693), (4.83436, -76.17693), (4.83436, -76.17693), (4.83436, -76.17693), (4.83436, -76.17693), (4.83436, -76.17693), (4.83436, -76.17693), (4.83436, -76.17693), (4.83436, -76.17693), (4.83436, -76.17693), (4.83436, -76.17693), (4.81992, -76.17005), (4.81992, -76.17005), (4.81992, -76.17005), (4.8103, -76.1722), (4.8103, -76.1722), (4.8103, -76.1722), (4.81, -76.17), (4.81, -76.17), (4.81, -76.17), (5.165598, -76.02102), (5.165598, -76.02102)]","Pueblo Rico, Vertiente Pacífico, Risaralda, RAP Eje Cafetero, Colombia",,Vertiente Pacífico,Colombia,16.54522522522525,98.5945945945946
2425628,Pristimantis anolirex,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,anolirex,Válido,VU,"[(7.326976, -72.844638), (7.264208, -72.723439), (7.309425, -72.652711), (7.258403, -72.714467), (7.264397, -72.723928), (7.264214, -72.723619), (7.264297, -72.723706), (7.264278, -72.723464), (7.264253, -72.723586), (7.264258, -72.723456), (7.264231, -72.723561), (7.283556, -72.630245), (7.258017, -72.714581), (7.264583, -72.723806), (7.260536, -72.721253), (7.264356, -72.723819), (7.264233, -72.723414), (7.264183, -72.723631), (7.264583, -72.723806), (7.264397, -72.723928), (7.264356, -72.723819), (7.264583, -72.723806), (7.264583, -72.723806), (7.264297, -72.723706), (7.264183, -72.723631), (7.264214, -72.723619), (7.264253, -72.723586), (7.264231, -72.723561), (7.264278, -72.723464), (7.264258, -72.723456), (7.264208, -72.723439), (7.264233, -72.723414), (7.260536, -72.721253), (7.258017, -72.714581), (7.258403, -72.714467), (7.309425, -72.652711), (7.283556, -72.630245), (7.264397, -72.723928), (7.264356, -72.723819), (7.264583, -72.723806), (7.264583, -72.723806), (7.264297, -72.723706), (7.264183, -72.723631), (7.264214, -72.723619), (7.264253, -72.723586), (7.264231, -72.723561), (7.264278, -72.723464), (7.264258, -72.723456), (7.264208, -72.723439), (7.264233, -72.723414), (7.260536, -72.721253), (7.258017, -72.714581), (7.258403, -72.714467), (7.309425, -72.652711), (7.283556, -72.630245), (7.309425, -72.652711), (7.283556, -72.630245), (7.264583, -72.723806), (7.264583, -72.723806), (7.264258, -72.723456), (7.258017, -72.714581), (7.260536, -72.721253), (7.264397, -72.723928), (7.264356, -72.723819), (7.264297, -72.723706), (7.264214, -72.723619), (7.264183, -72.723631), (7.264253, -72.723586), (7.264231, -72.723561), (7.264278, -72.723464), (7.264208, -72.723439), (7.264233, -72.723414), (7.258403, -72.714467), (7.013048, -72.89694), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.073053, -72.860863), (7.085884, -72.84951), (7.085884, -72.84951), (7.085884, -72.84951), (7.085884, -72.84951), (7.085884, -72.84951), (7.085884, -72.84951), (7.085884, -72.84951), (7.085884, -72.84951), (7.036371, -72.886676), (7.036371, -72.886676), (7.036371, -72.886676), (7.036371, -72.886676), (7.036371, -72.886676), (7.036371, -72.886676), (7.036371, -72.886676), (7.036371, -72.886676), (7.036371, -72.886676), (7.036371, -72.886676), (7.036371, -72.886676), (7.036371, -72.886676), (7.036371, -72.886676), (7.036371, -72.886676), (7.036371, -72.886676), (7.036371, -72.886676), (7.036371, -72.886676), (7.036371, -72.886676), (7.006639, -72.861528), (7.006556, -72.862111), (7.006222, -72.863611), (7.006222, -72.863611), (7.006194, -72.863861), (7.006194, -72.863861), (7.006194, -72.863944), (7.006, -72.864222), (7.006, -72.864222), (7.006056, -72.864944), (7.006056, -72.864944), (7.005778, -72.867472), (7.005528, -72.868083), (7.005306, -72.868639), (7.005278, -72.868528), (7.005361, -72.8685), (7.005222, -72.868972), (7.005028, -72.86925), (7.005028, -72.86925), (7.006639, -72.861528), (7.006556, -72.862111), (7.006222, -72.863611), (7.006222, -72.863611), (7.006194, -72.863861), (7.006194, -72.863944), (7.006194, -72.863944), (7.006, -72.864222), (7.006, -72.864222), (7.006056, -72.864944), (7.006056, -72.864944), (7.006056, -72.865056), (7.00625, -72.865278), (7.005861, -72.866194), (7.005389, -72.868306), (7.005389, -72.868306), (7.003806, -72.871778), (7.00525, -72.868639), (7.006639, -72.861528), (7.006556, -72.862111), (7.006222, -72.863611), (7.006222, -72.863611), (7.006194, -72.863861), (7.006194, -72.863861), (7.006194, -72.863944), (7.006, -72.864222), (7.006, -72.864222), (7.006056, -72.864944), (7.006056, -72.864944), (7.005778, -72.867472), (7.005528, -72.868083), (7.005306, -72.868639), (7.005278, -72.868528), (7.005361, -72.8685), (7.005222, -72.868972), (7.005028, -72.86925), (7.005028, -72.86925), (7.006639, -72.861528), (7.006556, -72.862111), (7.006222, -72.863611), (7.006194, -72.863861), (7.006194, -72.863944), (7.006, -72.864222), (7.006, -72.864222), (7.006056, -72.864944), (7.006056, -72.864944), (7.005028, -72.86925), (7.005028, -72.86925), (7.006222, -72.863611), (7.006194, -72.863944), (7.006194, -72.863944), (7.005944, -72.864306), (7.006056, -72.865056), (7.006056, -72.865056), (7.006139, -72.865194), (7.006245, -72.865274), (7.006194, -72.865694), (7.006222, -72.865861), (7.005861, -72.866194), (7.005611, -72.867139), (7.005778, -72.867472), (7.005722, -72.867583), (7.005583, -72.867944), (7.005389, -72.868306), (7.005389, -72.868306), (7.003806, -72.871778), (7.00525, -72.868639), (7.104278, -72.721139), (7.106139, -72.723472), (7.106139, -72.723472), (7.106139, -72.723472), (7.095667, -72.737222), (7.095667, -72.737222), (7.095667, -72.737222), (7.095667, -72.737222), (7.095667, -72.737222), (7.095667, -72.737222), (7.094444, -72.738861), (7.104278, -72.721139), (7.0745, -72.718111), (7.096417, -72.740139), (7.094139, -72.739139), (7.094361, -72.738583), (7.094389, -72.738667), (7.094444, -72.738861), (7.094444, -72.738861), (7.09425, -72.738694), (7.104278, -72.721139), (7.094278, -72.73875), (7.094278, -72.73875), (7.099, -72.738972), (7.098917, -72.738917), (7.098806, -72.738917), (7.154194, -72.635778), (7.104278, -72.721139), (7.105556, -72.723), (7.105556, -72.723), (7.106139, -72.723472), (7.106139, -72.723472), (7.106139, -72.723472), (7.150917, -72.633556), (7.150917, -72.633556), (7.150917, -72.633556), (7.151944, -72.630306), (7.152056, -72.630472), (7.340167, -72.604639), (7.335361, -72.573556), (7.341389, -72.607111), (7.341389, -72.607111), (7.341389, -72.607111), (7.01025, -72.681889), (7.010361, -72.681861), (6.9715, -72.83875), (6.970694, -72.837778), (6.970472, -72.837583), (6.970472, -72.837611), (6.969833, -72.837389), (6.969722, -72.837333), (6.969667, -72.837833), (6.969444, -72.837139), (6.969667, -72.837111), (6.975583, -72.838528), (6.975583, -72.837111), (6.975583, -72.838528), (6.975806, -72.842472), (7.005667, -72.6925), (7.01025, -72.682306), (6.665556, -72.6175), (6.665556, -72.6175), (7.154167, -72.636111), (7.152778, -72.630556), (7.344722, -72.591667), (7.344722, -72.591667), (7.344722, -72.591667), (7.344722, -72.591667), (7.344722, -72.591667), (7.344722, -72.591667), (7.344722, -72.591667), (7.344722, -72.591667), (7.344722, -72.591667), (7.344722, -72.591667), (7.344722, -72.591667), (7.108333, -72.709444), (7.108333, -72.709444)]","Sendero al Cerro Ruedas, Estación La Ciénaga, Vetas, Soto Norte, Santander, RAP Gran Santander, Colombia",Vetas,Soto Norte,Colombia,7.210969899665562,93.94314381270902
2425571,Pristimantis apiculatus,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,apiculatus,Válido,EN,[],,,,,,
2425418,Pristimantis aurantiguttatus,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,aurantiguttatus,Válido,EN,"[(6.717164, -76.545211), (6.717164, -76.545211), (6.51281, -76.2735), (6.51702, -76.2533), (6.51702, -76.2533), (6.51702, -76.2533), (6.51702, -76.2533), (6.51702, -76.2533), (6.524, -76.271), (6.52139, -76.29), (6.53802, -76.3035), (6.51281, -76.2735), (6.7846, -76.2797), (6.7846, -76.2797), (6.7846, -76.2797), (6.75973, -76.3061), (6.75973, -76.3061), (6.75973, -76.3061), (6.78193, -76.2656), (6.78193, -76.2656), (6.78193, -76.2656)]","Frontino, Occidente, Antioquia, RAP del Agua y la Montaña, Colombia",,Occidente,Colombia,14.686190476190482,97.23809523809524
2425311,Pristimantis bacchus,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,bacchus,Válido,EN,"[(6.702327, -73.595061), (6.81023, -73.263971), (6.875338, -73.353804), (6.875338, -73.353804), (6.875338, -73.353804), (6.875338, -73.353804), (6.875338, -73.353804), (6.875338, -73.353804), (6.878808, -73.360243), (6.858706, -73.359675), (6.858706, -73.359675), (6.858706, -73.359675), (6.858706, -73.359675), (6.678396, -73.442888), (6.678396, -73.442888), (6.678396, -73.442888), (6.678396, -73.442888), (6.678396, -73.442888), (6.678396, -73.442888), (6.682939, -73.436283), (6.678396, -73.442888), (6.678396, -73.442888), (6.678396, -73.442888), (6.678396, -73.442888), (6.678396, -73.442888), (6.678396, -73.442888), (6.678396, -73.442888), (6.678396, -73.442888), (6.686095, -73.440613), (6.686095, -73.440613), (6.686095, -73.440613), (6.840155, -73.540553), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.105278, -73.22222), (6.8727, -73.32768), (6.8727, -73.32768), (6.88389, -73.33644), (6.878632, -73.331323), (6.878836, -73.331932), (6.88389, -73.33644), (6.792494, -73.479743), (6.861989, -73.342482), (6.855263, -73.365942), (6.855263, -73.365942), (6.855263, -73.365942), (6.855263, -73.365942), (6.855263, -73.365942), (6.885246, -73.337008), (6.885246, -73.337008), (6.295849, -73.187995), (6.295849, -73.187995), (6.295849, -73.187995), (6.295849, -73.187995), (7.002583, -73.417583), (6.924556, -73.341056), (6.922859, -73.340887), (7.002583, -73.417583), (6.924556, -73.341056), (6.922859, -73.340887), (7.002583, -73.417583), (6.924556, -73.341056), (6.922859, -73.340887), (7.002583, -73.417583), (6.924556, -73.341056), (6.922859, -73.340887), (6.792494, -73.479743), (6.792494, -73.479743), (6.874669, -73.331817), (6.89503, -73.49991), (6.678396, -73.442888), (6.678396, -73.442888), (6.678396, -73.442888), (6.678396, -73.442888), (6.678396, -73.442888), (6.1071, -73.18371), (6.1071, -73.18371), (6.843333, -73.369167), (6.843333, -73.369167), (6.843333, -73.369167), (6.843333, -73.369167), (6.843333, -73.369167), (6.843333, -73.369167), (6.843333, -73.369167), (6.843333, -73.369167), (6.843333, -73.369167), (6.843333, -73.369167), (6.843333, -73.369167), (6.843333, -73.369167), (6.843333, -73.369167), (6.843333, -73.369167), (6.886389, -73.366389), (6.886389, -73.366389), (6.886389, -73.366389), (6.886389, -73.366389), (6.886389, -73.366389), (6.886389, -73.366389), (6.886389, -73.366389), (6.886389, -73.366389), (6.886389, -73.366389), (6.843333, -73.369167), (6.843333, -73.369167), (6.843333, -73.369167), (6.843333, -73.369167), (6.843333, -73.369167), (6.843333, -73.369167), (6.16415, -73.18668), (6.690889, -73.449278), (6.953389, -73.318417), (6.953389, -73.318417), (6.953389, -73.318417), (6.690889, -73.449278), (6.690889, -73.449278), (6.953389, -73.318417), (6.953389, -73.318417), (6.953389, -73.318417), (6.1071, -73.18371), (6.1071, -73.18371), (6.34875, -73.2099), (6.09572, -73.2164), (6.09572, -73.2164), (6.09572, -73.2164), (6.09572, -73.2164), (6.09572, -73.2164), (6.09572, -73.2164), (6.09572, -73.2164), (6.09572, -73.2164), (6.09572, -73.2164), (6.09572, -73.2164), (6.09572, -73.2164), (6.09572, -73.2164), (6.09572, -73.2164), (6.09572, -73.2164), (6.09572, -73.2164), (6.09572, -73.2164), (6.09572, -73.2164), (6.09572, -73.2164), (6.09572, -73.2164), (6.08925, -73.2187), (6.08925, -73.2187), (6.08925, -73.2187), (6.08925, -73.2187), (6.09572, -73.2164), (6.09572, -73.2164), (6.09572, -73.2164), (6.09572, -73.2164), (6.09572, -73.2164), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (6.10858, -73.1985), (5.96542, -73.1854), (5.96542, -73.1854)]","El Eden, El Carmen de Chucurí, Yariguíes, Santander, RAP Gran Santander, Colombia",El Carmen de Chucurí,Yariguíes,Colombia,16.121472392638026,93.3680981595092
2425231,Pristimantis batrachites,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,batrachites,Válido,EN,"[(7.753889, -72.905556), (7.753889, -72.905556), (7.753889, -72.905556), (7.53788, -72.769642), (7.53788, -72.769642), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.539627, -72.774667), (7.5422, -72.7767), (7.5422, -72.7767), (7.5422, -72.7767), (7.5422, -72.7767), (7.5422, -72.7767), (7.5422, -72.7767), (7.5422, -72.7767), (7.5422, -72.7767), (7.5422, -72.7767), (7.5422, -72.7767)]","Salazar, Centro, Norte de Santander, RAP Gran Santander, Colombia",,Centro,Colombia,18.77980769230772,95.0576923076923
2425160,Pristimantis bellona,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,bellona,Válido,EN,"[(6.51281, -76.2735), (6.51281, -76.2735), (6.51281, -76.2735), (6.51237, -76.2355), (6.51237, -76.2355), (6.57642, -76.2738), (6.75973, -76.3061), (6.75973, -76.3061), (6.75973, -76.3061), (6.75973, -76.3061), (6.75973, -76.3061), (6.75973, -76.3061), (6.75973, -76.3061), (6.75973, -76.3061), (6.75973, -76.3061), (6.7599, -76.3089), (6.7599, -76.3089), (6.7599, -76.3089), (6.7599, -76.3089), (6.7599, -76.3089), (6.7599, -76.3089), (6.7599, -76.3089), (6.75973, -76.3061), (6.75973, -76.3061), (6.79872, -76.251), (6.79872, -76.251), (6.79872, -76.251), (6.79872, -76.251), (6.79872, -76.251), (6.79872, -76.251), (6.79872, -76.251), (6.7846, -76.2797)]","Finca, Urrao, Suroeste, Antioquia, RAP del Agua y la Montaña, Colombia",Urrao,Suroeste,Colombia,14.879687500000005,97.28125
2425142,Pristimantis bernali,Animalia,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,bernali,Válido,CR,"[(5.68483, -75.2269), (5.68483, -75.2269), (5.70608, -75.2709)]","Ruta Sonson - Nariño, La Esperanza, Sonsón, Oriente, Antioquia, RAP del Agua y la Montaña, Colombia",,Oriente,Colombia,10.93,99.66666666666669
